파일명,의안번호,제안이유,주요내용or주 문
379358E5-5482-7D62-4E7F-0817BECA0C3C.pdf,,,"고용보험사업의 시행으로 근로자의 실업예방, 고용촉진, 직업능력개발 향상을 도모하고 실직자의 생활안정과 구직활동 촉진"
37D5C2EB-C555-DBC2-4584-84A926CE680A.pdf,2838,"세계스카우트연맹이 4년 주기로 주최하는 세계잼버리대회는 전 세계 각국의 청소년 스카우트 대원들이 참여하는 세계 최대 규모의 야영대회로, 대자연 속에서 야영활동을 통해 대자연의 질서를 배우고, 청소년들의 육체‧정신‧영혼 발달을 지원하여 사회에 건설적인 역할을 할 수 있도록 돕는 것을 목적으로 함. 이미 우리나라는 지난 1991년 강원도 고성군에서 제17회 세계잼버리대회를 성공적으로 개최한 바 있으며, 2015년 9월 22일에는 「2023년 세계잼버리대회」 국내 유치후보지로 전라북도 새만금이 선정되었음. 「2023년 세계잼버리대회」가 대한민국 새만금에서 개최될 경우, 우리 청소년들이 세계 각국 청소년들과 함께 생활하고 호흡함으로써 시야를 넓히고 국가발전과 세계평화에 기여할 수 있도록 이끄는 한편, 지역 경제 활성화와 세계 속에 한국을 널리 알리는 중요한 기회가 될 것임. 특히, 전라북도 새만금은 33.9㎞에 이르는 세계 최장의 방조제를 갖추고 있으며, 인근에 산과 들, 바다가 어우러진 아름다운 자연환경을 가지고 있어, 세계 청소년들이 대자연 속에서 야영생활을 하며 국제적 우애를 다지기에 최적의 입지를 갖추고 있음. 이에 오는 2017년 8월 아제르바이잔에서 개최되는 제41차 세계스카우트연맹 총회의 「2023년 세계잼버리대회」 개최지 최종 결정에서 폴란드와의 경쟁을 앞두고, 대한민국 국회는 국민의 대표기관으로 「2023년 세계잼버리대회」의 대한민국 새만금 유치를 적극 지지하는 의지를 대내외에 표명함은 물론, 이에 관계되는 국가기관 및 세계 각국에 협조를 촉구‧당부하는 결의안을 채택하고자 함.","지구상에 스카우트 운동이 뿌리를 내린 지난 110년 동안 세계 스카우트는 국가와 인종, 계급과 종교를 초월한 형제애를 바탕으로 한 다양한 활동을 통해 세계 청소년들에게 국가와 사회의 지도자로서 갖춰야 할 인격함양과 세계평화와 인류복지를 위한 이념 실현을 위해 애써왔다. 이 스카우트 활동의 핵심은 각국의 청소년들에게 자연 속에서 단체생활을 통해 자신의 잠재능력을 계발하고 사회와 세계평화에 이바지하도록 교육하며, 민족, 문화, 정치적 이념을 초월해 국제 이해와 우의를 다지는 야영대회인 잼버리(JAMBOREE)다. 전 세계 160여 개국, 5만 명의 청년들이 참가하는 「2023년 세계잼버리대회」를 국내에 유치할 경우 아직도 전쟁과 가난 속에서 허덕이는 많은 국가의 젊은이들에게는 희망을 심어주는 중요한 계기가 될 것이며, 평화의 중요성에 대해 인식하지 못했던 나라의 청년들에겐 세계 평화를 위해 어떻게 해야 할 것인가라는 삶의 지침을 일깨우는 소중한 기회가 될 것이다. 특히 산과 들, 바다가 어우러지고, 갯벌, 인공암벽 등 다양한 체험시설이 갖춰진 전라북도 새만금 지역에 유치할 경우, 우리의 청소년들이 세계 각국의 청소년들과 함께 대자연의 고마움과 위대함을 되새기며 개척정신과 호연지기(浩然之氣)를 기르고, 세계화 시대의 건전한 민주 시민으로서 성장하는 데 필요한 기량과 자질을 함양할 것이며, 지역 발전에도 많은 도움이 될 것임이 자명하다. 이에 대한민국국회는 「2023년 세계잼버리대회」가 대한민국 전라북도 새만금에 유치될 수 있도록 적극 지원할 것을 천명하며, 다음과 같이 결의한다. 1. 대한민국국회는 국가와 인종, 계급과 종교를 초월하여 형제애로 결합하고자 하는 세계스카우트운동의 세계평화와 인류복지의 이념에 전적으로 공감하며, 세계의 청소년들이 스카우트운동을 통하여 그들의 잠재능력을 더욱 계발하고자 하는 노력과 활동을 적극적으로 지지한다. 2. 대한민국은 이미 지난 1991년 고성 세계잼버리 개최를 통해 문화, 민족, 이념을 초월하여 동구권 12개국을 포함한 133개국의 참가를 이끌며 동‧서 화합의 장을 마련하는 등 충분한 개최능력을 입증한 바가 있으므로, 대한민국 국회는 「2023년 세계잼버리대회」가 대한민국 새만금에서 개최될 경우 성공적으로 진행될 것임을 확신한다. 3. 대한민국국회는 새만금에서 「2023년 세계잼버리대회」가 열릴 경우, 민족, 문화, 정치적 이념을 초월해 국제 이해와 우의를 다지는 스카우트 정신을 제대로 살리고, 대한민국의 아름다운 자연과 국제평화를 위한 노력이 세계 청소년들에게 확고히 심어질 것임을 확신한다. 4. 대한민국국회는 「2023년 세계잼버리대회」가 전라북도 새만금지역에서 열릴 수 있도록 유치지원 활동 등 필요한 모든 노력을 다할 것이고, 성공적 대회를 위해 요구되는 제반 사항의 해결과 지원에 적극적으로 협조할 것이며, 대회 개최가 대한민국의 이미지 제고와 국가 홍보에 중요한 계기가 되도록 적극 동참할 것임을 천명한다. 5. 대한민국국회는 「2023 세계잼버리대회」가 성공적 유치와 이후 개최와 진행에서 요구되는 인력, 예산 및 제반사항에 대한 우리 정부와 지방자치단체의 적극적인 지원과 협조를 촉구한다."
39D04A32-EDC5-46EF-F261-6421C37CF0D1.pdf,11153,"현행 법원, 검찰, 경찰 등 사법기관이 그 기능을 수행함에 있어서 국민이 부여한 권한과 책임에 부응하지 못하고 있다는 비판이 지속적으로 제기되고 있으므로 법원․법조․경찰개혁, 검찰개혁 등 사법제도 전반에 대한 종합적이고 체계적인 개혁방안을 마련하고, 관련 법안의 심사․처리 등을 위하여 국회 내에 「사법개혁 특별위원회」를 구성하려는 것임.","가. 법원․법조 개혁, 검찰․경찰 인사 독립성 및 중립성 강화 등 사법 전반에 걸친 개혁방안의 마련 및 검찰청법, 경찰법, 형사소송법 등 관련 법안의 심사․처리 등을 위하여 「국회법」 제44조에 따라 「사법개혁 특별위원회」를 구성한다. 나. 위원 수는 17인으로 하고, 위원회 내에 법원․법조․경찰개혁소위원회와 검찰개혁소위원회를 둔다. 다. 특별위원회의 활동기한은 2018년 6월 30일까지로 한다."
3CA1F33F-5545-94AE-3488-12CBE70A59E4.pdf,880,이 협정의 체결을 통하여 대한민국과 미합중국 간의 민간과 평화적 목적을 위한 항공 및 대기권ㆍ외기권의 탐사와 이용 분야에서의 협력을 강화하기 위한 제도적 기반을 마련함으로써 양국 간 우호협력 관계의 증진에 기여하려는 것임.,"가. 양국 정부는 우주과학, 지구관측, 항공, 우주 운영 및 탐사 등의 분야에서 항공기 비행 및 활동, 과학 데이터의 교환, 전문가 교류, 유인탐사, 과학 관측 로켓 등의 비행 및 활동 등을 통하여 협력 프로그램 또는 사업을 이행할 수 있음(협정 제3조). 나. 미합중국 정부의 이행 기관은 항공우주국, 해양대기청 및 지질조사국 등이 되고, 대한민국 정부의 이행 기관은 기상청, 한국항공우주연구원, 한국천문연구원, 국토교통과학기술진흥원 및 한국과학기술원 등이 되며, 이행 기관에 의하여 이 협정에 따라 체결된 이행 약정은 공동 활동의 성격ㆍ범위 및 이행 기관의 개별적ㆍ공동의 책무와 관련된 내용 등을 규정함(협정 제4조). 다. 각 당사자는 이 협정 또는 이행 약정에 따라 수행되는 모든 활동에서 발생하는 손해에 대하여, 다른 당사자 및 다른 당사자의 이행 기관 등을 상대로 한 모든 청구를 포기하는 상호 책임 면제에 동의함(협정 제6조). 라. 제공 당사자가 독점권이 있거나 수출 통제되는 것으로 표시한 기술 데이터 등을 이전한 경우 접수 당사자 및 그 관련 실체는 이 협정에 따른 의무를 이행하는 목적으로만 기술 데이터 등을 사용하고 무단 사용 및 공개되지 아니하도록 보호함(협정 제8조). 마. 이 협정 또는 이행 약정의 이행을 위하여 필요한 장비 등에 관세 또는 조세가 부과되는 경우에는 이를 부과하는 당자사가 이를 부담함(협정 제12조)."
3CED79C9-7A08-5435-C4CF-68CDBBD76E8B.pdf,4742,"2018 평창 동계올림픽대회 및 장애인 동계올림픽대회, 2019 세계수영선수권대회 등 국제경기대회의 성공적인 개최 지원 및 사후관리 방안 마련 등을 논의하기 위하여 2016년 7월 「평창동계올림픽 및 국제경기대회지원 특별위원회」를 구성하였으나, 2018년 2월 예정된 평창 동계올림픽 등 국제경기 개최 전까지 국회 차원의 지원을 지속적으로 수행하기 위하여 활동기간을 2017년 6월 30일까지로 연장하려는 것임.",2016년 12월 31일 종료되는 「평창동계올림픽 및 국제경기대회지원 특별위원회」의 활동기간을 2017년 6월 30일까지로 연장한다.
3E0E640A-E1C3-CABD-B4BD-A90AAAC19B87.pdf,,,"1. 운용총칙 가. 기금운용의 기본방향 (1) 기금의 사업목표 ㅇ 정책자금, 수출마케팅, 연수 및 창업지원 등의 사업영역에서 정책 수요를 반영한 맞춤형 지원을 통해 중소기업의 경쟁력을 제고하고, 경영기반을 확충하여 일자리 창출 및 국민경제의 균형발전을 도모 (2) 2019년도 기금사업의 개요 ㅇ (융자사업) 대내‧외 경영환경 변화에 신속하게 대응하고, 중소기업의 선순환 생태계 조성을 위한 ‘생애주기별 맞춤형 지원’을 유지하여 일자리창출 및 수출증대 등을 통한 혁신성장 동력 확보 ㅇ (경상사업) 내수기업의 수출기업화 등 글로벌시장 진출지원 및 청년창업 활성화, 중소기업-청년구직자 취업매칭과 재직자 연수 등을 통해 중소기업의 자생력 제고와 일자리창출 견인 ㅇ (자본사업) 연수시설 확충과 중진기금의 체계적 관리 및 신속한 지원을 위한 전산시스템 운영, 중소벤처기업 모태조합출자를 통한 벤처캐피탈 산업의 육성기반 조성 나. 자금의 조달과 운용에 관한 주요내용 (1) 자금조달 및 운용규모 (단위 : 백만원) 자 금 조 달 자 금 운 용 '18 '19 증감 '18 '19 증감 구분 구분 계획 당초(A) 현계획(B) 수정(C) (C-B) 계획 당초(A) 현계획(B) 수정(C) (C-B) 합 계 8,947,8787,962,343 7,962,343 8,671,368 709,025 합 계 8,947,8787,962,343 7,962,343 8,671,368 709,025 ㅇ자체수입 4,160,4923,546,038 3,546,038 3,546,038 -ㅇ사업비 5,061,8634,088,011 4,088,011 4,797,036 709,025 ㅇ정부내부수입 1,072,579 830,463 830,463 1,031,488 201,025ㅇ기금운영비 107,623 118,787 118,787 118,787 - ㅇ차입금 3,710,1363,579,539 3,579,539 4,087,539 508,000ㅇ정부내부지출 35,402 33,055 33,055 33,055 - ㅇ여유자금회수 4,671 6,303 6,303 6,303 -ㅇ차입금원리금상환 3,742,9903,722,490 3,722,490 3,722,490 - ㅇ여유자금운용 - - - - - (2) 채권발행한도액 : 52,983,300,000,000원 (3) 주식 및 부동산취득한도 : 해당사항 없음 (4) 기타 자금조달 및 운용에 관한 주요사항 : 해당사항 없음 다. 자산에 관한 주요사항 (1) 보유자산 규모의 변동 (단위 : 백만원) '18 '19 증감 구 분 계획 당초(A) 현계획(B) 수정(C) (C-B) 계 17,570,039 18,321,429 18,321,429 19,029,429 708,000 ㅇ 유동자산 2,441,871 2,387,887 2,387,887 2,387,887 - ㅇ 고정자산 15,128,168 15,933,542 15,933,542 16,641,542 708,000 (2) 고정자산 및 투자자산의 주요 변동내용 : 장기대여금 508,000백만원, 지분증권 200,000백만원"
3F7DC06D-714E-E27D-01F9-AFAB1290073F.pdf,10577,"북한은 2017년 7월 4일의 대륙간탄도미사일(ICBM)급 ‘화성-14형’의 시험발사에 이어 11월 29일에는 이보다 진전된 신형 ‘화성-15형’의 발사에도 성공했다고 주장하며 국가핵무력 완성을 선포했으며, 실제로도 북한의 한반도 및 세계 평화에 대한 위협 수준은 과거보다 한층 더 가중되고 있고 국제사회의 우려도 더욱 커지고 있음. 또한 지난 11월 13일 판문점 공동경비구역(JSA)에서 북한군의 귀순 병에 대한 추격 과정에서 발생한 일련의 행위는 정전협정을 위반한 것으로 판명되었음. 비무장지대에서는 남과 북 어느 쪽도 적대행위를 할 수 없고 허락 없이 군사분계선을 넘을 수 없다고 정전협정상 명시되어 있으나, 북한군 추격조는 군사분계선 너머로 귀순병에게 총격을 가하고 일부는 군사분계선을 넘기도 하였는바 이는 명백히 정전협정을 위반한 것임. 또한 이 과정에서 자칫 남북간 총격 상황으로까지 확대될 수 있는 위험을 초래하였음. 북한은 2013년에 일방적으로 정전협정 무효화를 선언하고, UN군사령부와 북한군 간 판문점 직통전화마저 단절하였으며, 정전협정 체결 이후 그 위반행위를 지속적으로 자행해오고 있음. 1953년 이후 북한의 정전협정 위반 횟수가 43만여건이고, 무장공비 침투나 국지도발 등 중대한 위반행위도 작년 말 기준으로 3천건을 넘는 것으로 파악되고 있음. 이에 대한민국 국회는 북한의 이와 같은 미사일 도발행위 및 지속적인 정전협정 위반행위에 대해 엄중히 경고 및 규탄하고, 북한에 대해 향후 이러한 행위의 재발을 방지할 것과 재발 방지 대책을 수립하기 위한 회담에 조속히 참여할 것을 촉구하고, 한반도 전쟁위험 방지를 위해 대한민국 정부에 대해서는 북한의 계속되는 각종 군사적 도발행위를 억제할 수 있는 실효적이고 강력한 제재방안을 마련하여 시행할 것을 주문하려는 것임.","대한민국 국회는 지난 11월 29일 대륙간탄도미사일(ICBM)급의 미사일을 발사한 북한의 행위에 대해 한반도 안정과 동북아시아 평화, 더 나아가서는 세계 평화를 크게 위협하는 심각하고 중대한 도발행위임을 확인하고 이를 강력히 규탄한다. 또한 지난 11월 13일 대한민국으로 귀순하려는 북한군 병사를 추격하는 과정에서 다른 북한군들이 군사분계선 너머로 총격을 가하고 군사분계선을 넘은 행위는 정전협정을 명백히 위반한 것이므로 이를 강력히 규탄한다. 이번 정전협정 위반행위는 판문점 공동경비구역(JSA) 내에서 총격 상황까지 발생한 것으로서 심각한 우려를 표명하지 않을 수 없다. 대한민국 국회는 이와 같은 북한의 일련의 도발행위를 규탄하고 북한에 대해 향후 유사사례의 재발 방지를 촉구하고, 아울러 우리 정부에 대해서는 북한의 각종 도발행위를 억제할 수 있는 강력한 대응 조치를 마련할 것을 촉구하기 위해 다음과 같이 결의한다. 1. 대한민국 국회는 북한 정권이 감행하고 있는 핵무기 개발과 미사일 발사 등 한반도의 군사적 긴장을 유발하는 일체의 행위를 즉각 포기하고 중단할 것을 강력히 촉구한다. 2. 대한민국 국회는 북한의 지속적인 정전협정 위반행위가 한반도의 평화를 해치고 군사적 긴장을 유발하는 반인륜적 처사임을 분명히 밝히며, 이러한 행위가 더 이상 재발하지 않도록 주의할 것을 북한에 강력히 촉구한다. 3. 대한민국 국회는 북한 정권의 지속적인 미사일 발사 및 정전협정 위반행위가 한반도 및 세계 평화를 해치는 심각한 도발행위임을 확인하고, 북한의 각종 도발행위로 인한 남북간 긴장관계의 지속 및 세계 평화 위협에 대한 책임은 모두 북한에 있음을 엄중히 경고한다. 4. 대한민국 국회는 북한의 핵과 미사일 등 대량살상무기 위협을 억제하고 이에 효과적으로 대응할 수 있도록 킬체인(Kill-Chain), 한국형 미사일방어체계(KAMD) 및 대량응징보복(KMPR) 등 한국형 3축 체계의 확립‧구축과 첨단전력 보강에 박차를 가할 것을 대한민국 정부에 촉구한다. 5. 대한민국 국회는 대한민국 정부가 한반도 전쟁위험 방지를 목표로 국제사회와 긴밀히 협력하여 북한이 핵실험, 미사일 발사 등 각종 군사적 도발행위를 중단‧포기할 수 있도록 강력하고 실효적인 압박과 제재 등 다각적인 방안을 마련하고 시행할 것을 촉구한다. 6. 대한민국 국회는 정전협정을 위반한 북한에 대하여 재발 방지 대책을 마련하기 위해 UN군사령부가 북측에 제의한 회담에 북한이 조속히 적극 참여할 것을 강력히 촉구한다."
41B78EF7-5A64-4239-164E-669328431C05.pdf,,,"농산물 유통구조개선 촉진 및 농산물의 원활한 수급과 가격안정 도모, 식품·외식산업의 新성장산업화 지원을 통한 농식품 수출 확대 및 농업과 식품산업의 동반성장 도모"
41E7550B-572A-4FE5-1BD7-AD7555BD5D5B.pdf,4733,"가계 부채, 전월세 대책 등 서민주거안정을 위한 방안과 청년 등의 일자리 문제 해소, 사교육비 절감 등 민생 안정을 제고할 수 있는 방안을 논의하기 위하여 2016년 7월 「민생경제 특별위원회」를 구성하였으나, 「주택임대차보호법」 개정안에 대한 입법의견을 제시하는 등 민생안정을 위한 대책을 계속 논의하기 위하여 활동기간을 2017년 6월 30일까지로 연장하려는 것임.",2016년 12월 31일 종료되는 「민생경제 특별위원회」의 활동기간을 2017년 6월 30일까지로 연장한다.
421120F6-75F6-7D88-867C-61559908799C.pdf,,,소상공인·전통시장의 경영안정과 구조고도화 지원을 통한 서민경제 활성화 및 소상공인·전통시장의 자생력 제고
427BA6DC-EC60-1B4B-E2FB-3A631B3178DB.pdf,12608,"1. 강원권 상수도관망 최적화관리시스템 사업에 대한 감사 청구 강원권 상수도관망 최적화관리시스템 사업 관련, 한국환경공단의 관리·감독 부실을 이유로 태백시, 정선군 등 지방자치단체에서 시설인수를 거부하고 있고, 이로 인한 예산 낭비가 우려된다는 지적이 있었음. 따라서 한국환경공단의 강원권 상수도관망 최적화관리시스템 사업 추진과정에서 문제가 있었는지 규명할 필요가 있으므로 이에 대하여 감사원의 감사를 요구함. 2. 하수관로 정비사업에 대한 감사 청구 환경부는 하수관로 정비사업(BTL 사업 포함)을 추진함에 있어 주거지역(구도심 등)의 경우 지역 여건상 완전 분류식화가 불가능함에도 불구하고 완전 분류식화가 가능한 것으로 설정하여 추진하고 있음. 분류식화 하수관로 정비사업 구역 내 하수박스의 경우 대부분이 합류식으로 되어 있음에도 불구하고 별도의 개선대책 없이 사각지대로 방치되어 있으며, 하수박스 안으로 들어온 우수가 오폐수와 혼합되거나 또는 전량 차집되어 하수처리시설로 이송되거나 하천으로 방류되고 있는 실정임. 이로 인해 하수처리시설로 하천수보다 깨끗한 물(계곡수, 지하수)이 이송되어 하수처리과정을 거친 후 본래의 수질보다 악화된 수질로 방류되는 등 막대한 국가 예산이 낭비되고 있음. 그리고, 하수박스 내부에 퇴적된 오염물이 이상 강우 시 일시에 하천으로 유출되어 하천수질을 악화시키는 원인을 제공하고 있음. 또한, 환경부는 분류식화 사업 이후 하수박스는 분류식화가 되지 않았음에도 불구하고 해당 지역을 분류화가 된 지역으로 고시하여 차후 문제해결을 위한 추가시설 투입을 어렵게 하고 있는 실정임. 이에 따라 환경부의 하수관로 정비사업에 대한 감사원의 감사를 요구함. 3. 한국고용정보원의 계약관련 적정성 여부에 대한 감사 한국고용정보원의 『국가일자리정보 플랫폼 기반 및 일자리포털 구축 사업』을 수행하기로 한 컨소시엄에 포함된 H업체와 한국고용정보원의 계약관련 직원이 일자리포털 구축 사업 입찰을 앞두고 골프를 친 사실, 사업계획서와 제안 요청서가 메일을 통하여 사전 유출된 사실, 특정 심사위원들이 특정업체와 심사 전까지 수차례 연락을 하는 등 유착의혹이 있음. 이에 H업체를 포함한 컨소시엄 참여업체와 한국고용정보원간 체결한 일련의 계약업무 적정성 여부 등에 대한 감사원 감사를 요구함.",「국회법」 제127조의2에 따라 감사원에 대하여 다음 사항에 대한 감사를 요구한다. 1. 강원권 상수도관망 최적화관리시스템 사업에 대한 감사 2. 하수관로 정비사업에 대한 감사 3. 한국고용정보원 계약관련 적정여부에 대한 감사
42E484B7-44E0-1176-3427-0B7C89014775.pdf,14554,"현행 법원, 검찰, 경찰 등 사법기관이 그 기능을 수행함에 있어서 국민이 부여한 권한과 책임에 부응하지 못하고 있다는 비판이 지속적으로 제기되고 있으므로 법원․법조․경찰개혁, 검찰개혁 등 사법제도 전반에 대한 종합적이고 체계적인 개혁방안을 마련하고, 관련 법안의 심사․처리 등을 위하여 국회 내에 「사법개혁 특별위원회」를 구성하려는 것임.","가. 법원․법조 개혁, 검찰․경찰 인사 독립성 및 수사 중립성 강화 등 사법 전반에 걸친 개혁방안의 마련 및 「검찰청법」, 「경찰법」, 「형사소송법」 등 관련 법안의 심사․처리 등을 위하여 「국회법」 제44조에 따라 「사법개혁 특별위원회」를 구성한다. 나. 위원 수는 위원장을 포함하여 18인으로 하며, 여·야 동수로 구성한다. 다. 특별위원회의 활동기한은 2018년 12월 31일까지로 한다."
4360451F-1DD4-1B03-C8B2-5FC182106B1A.pdf,22038,"이 협약의 비준을 통하여 OECD 및 G20 회원국으로서 세원잠식 및 소득이전 대응 방안의 이행을 위한 국제적 공조 움직임에 적극 참여하는 한편, 우리나라 조세조약에 그 대응 방안을 반영함으로써 조세조약을 이용한 우리나라 내 세원잠식 시도를 방지하려는 것임.","가. 이 협약은 둘 이상의 당사국 사이에 시행 중이고, 그러한 각 당사국이 이 협약의 적용 대상이 되기를 희망하는 협정으로 기탁처에 통보한 대상조세협정을 수정하기 위한 것임(안 제1조 및 제2조). 나. 모든 관련 사실 및 정황을 고려할 때 대상조세협정에 따른 혜택을 얻는 것이 계약 또는 거래의 주요목적들 중 하나였다고 합리적으로 결론지을 수 있는 경우, 그 혜택을 부여하는 것이 대상조세협정의 목적 및 의도에 부합한다고 입증되는 경우를 제외하고는 해당 대상조세협정에 따른 혜택이 부여되지 않도록 함(안 제7조). 다. 납세자는 한쪽 또는 양 체약지역 모두의 조치가 대상조세협정 규정과 부합하지 않는다고 여기는 경우, 어느 한쪽 체약지역의 권한 있는 당국에 해당 조치 통보일부터 3년 이내에 이의를 제기할 수 있도록 함(안 제16조). 라. 한쪽 체약지역이 다른 쪽 체약지역에서 과세된 그 다른 쪽 체약지역 기업의 이윤을 그 한쪽 체약지역 기업의 이윤에 포함하여 그에 따라 과세하고, 그 포함된 이윤이 두 기업 간 설정된 조건이 독립기업 간 설정되었을 조건이었을 경우 그 한쪽 체약지역 기업에 발생하였을 이윤이라면, 다른 쪽 체약지역은 그러한 이윤에 대하여 그 다른 쪽 체약지역에서 부과된 세액에 적절한 조정을 하도록 함(안 제17조). 마. 이 협약은 다섯 번째 비준서, 수락서 또는 승인서의 기탁일에 시작되는 3개월의 기간 만료 후 다음 달 1일에 발효됨(안 제34조)."
450947CC-B8BE-0CC2-631E-B9DF32E65F96.pdf,2420,"해방 이후 경제개발과정에서 고속도로, 철도 등 국가기간교통망은 경부축을 중심으로 우선 건설한 뒤, 호남축은 경부축의 일정 지점에서 분기하여 건설되어 왔음. 이로 인해 호남축은 10년 이상 늦게 건설되어 상대적 박탈감이 매우 크고, 최적의 노선을 따라 건설할 수 없어 항상 소요 시간, 통행료, 운임 등에 있어 많은 불이익을 감수해야만 했음. 호남고속철도 사업 역시 이와 같은 전철을 그대로 밟고 있음. 1987년 대통령선거 공약으로 처음 제기된 후 논의만 무성하다가 2005년 2월 25일 국회에서 의결한 「호남고속철도 조기착공 촉구 대정부건의안」을 계기로 2006년 기본계획이 확정되었고, 공약 이후 무려 28년만인 2015년 4월 2일 비로소 호남고속철도 1단계 사업구간(용산∼광주송정)이 개통되었음. 그마저도 정부 원칙에 어긋난 잘못된 요금 산정과 지나치게 적은 운행 편수 등 불합리한 운영으로 인하여 국민 편익을 크게 저해하고 있는 실정임. 이에 더해 호남고속철 2단계 사업구간(광주 송정～전남 목포)은 2011년 확정된 제2차 국가철도망구축계획에 반영되어 2017년까지 완공하기로 되어 있으나 무안국제공항 경유 문제로 아직까지도 최종노선을 확정하지 못하고 있음. 그러나 국제공항과 고속철도망의 연결은 세계적 추세일 뿐만 아니라, 호남선 KTX의 무안국제공항 경유는 지역민의 여망임. 실제 2010년 개통된 경부고속철도 2단계 사업의 경우, 사업비가 1조 3,612억원 증가함에도 불구하고 지역민의 요구를 반영해 13분이 더 소요되는 동대구～신경주～울산～부산으로 건설된 사례가 있음. 또한 호남선 KTX의 무안국제공항 경유는 국제공항에 대한 접근성을 획기적으로 개선하여 무안국제공항 이용지역을 전북과 충청권까지 확대해 공항 활성화에도 크게 기여할 것임. 무엇보다 호남선 KTX 2단계 사업이 계속 지연될 경우 정부 정책에 대한 신뢰도 저하와 더불어 지가 상승 등으로 인한 총사업비 증가와 예산의 반복적인 미집행 문제가 발생할 수 있음. 따라서 정부는 국토교통부와 전라남도 등 관계 지방자치단체와의 합의를 토대로 무안국제공항을 경유하는 최종노선을 조속히 확정하고, 호남고속철도 2단계 사업이 당초 계획한대로 완공되어 낙후된 전남 서·남부권 경제를 활성화시키고 국가 균형발전을 도모할 수 있도록 해야 할 것임. 아울러 2016년 1월 폭설과 강풍으로 인한 제주공항 마비 사태를 계기로 목포～제주 간 해저터널을 통한 KTX 연결교통망 구축의 필요성이 새롭게 제기되고 있음. 당시 정부와 제주도, 한국공항공사 등의 노력에도 불구하고, 2박3일 동안 9만 명이 제주공항에 발이 묶였고, 그 이후로도 안개·강풍 등으로 잦은 결항이 반복되는 등 기상이변이 일상화되고 있어 이에 대한 대안 마련이 절실해졌음. 또한, 도버해협 해저터널이나 일본 세이칸 터널의 사례처럼, 목포～제주 간 해저터널이 관광객의 제주도 체류를 줄이지 않을 것이며 오히려 대체 교통수단의 확보로 관광객 유인효과를 증대시키고, 서울과 제주에 편중되어 있는 외국 관광객들을 남부지방으로 확산시키는 등 국가균형발전에도 크게 기여할 것임. 더구나 세계 최장의 해저터널이 될 목포～제주 간 해저터널 건설은 한국 건설업의 세계적 위상을 높여 줄 것이고, 해저터널을 통해 서울∼제주 간 KTX를 개통하면 한국의 고속철도 건설기술도 세계적으로 인정받는 계기가 되어 해외수주를 견인하게 될 것임.","호남고속철도 건설사업은 1987년 대통령선거 공약으로 처음 제기된 후 28년만인 지난 2015년에 1단계 사업구간이 개통되었으나, 당초 2017년 완공 예정이었던 2단계 사업의 경우 아직까지도 최종노선을 확정하지 못하고 있어 착공조차 어려운 실정이다. 또한 국가균형발전과 국가 경쟁력 강화를 위해서 적극 추진해야 할 목포∼제주 해저터널의 건설은 논의조차 되지 못하고 있어 대한민국 국회는 다음과 같이 촉구한다. 1. 국회는 정부가 국토교통부와 전라남도의 합의를 토대로 무안국제공항을 경유하는 호남고속철도 2단계 사업(광주송정∼목포)의 최종노선을 조속히 확정할 것을 촉구한다. 2. 국회는 정부가 호남고속철도 2단계 사업에 필요한 예산을 적기에 확보해 차질 없이 건설할 것을 촉구한다. 3. 국회는 정부가 국가균형발전과 국가 경쟁력 강화를 위해서 목포～제주 해저터널 건설 계획을 조속히 수립하고 적극 추진할 것을 촉구한다."
