파일명,의안번호,제안이유,주요내용or주 문
18BAD072-9FE6-AC53-F3F2-24B07A9A3870.pdf,12744,언론 미디어 제도 전반에 관한 개선 방안을 논의하기 위하여 여 야 합의로 「국회법」 제44조에 따라 「언론 미디어 제도개선 특별위원회」를 구성하려는 것임.,"「언론중재 및 피해구제 등에 관한 법률」, 「정보통신망 이용 촉진 및 정보보호 등에 관한 법률」, 「신문 등의 진흥에 관한 법률」, 「방송법」 등 언론 미디어 제도 전반에 관한 개선 방안을 논의하기 위하여 「국회법」 제44조에 따라 「언론 미디어 제도개선 특별위원회」를 구성한다. 나. 위원 수는 위원장을 포함하여 18인으로 하며, 여 야 동수로 구성한다. 다. 특별위원회의 활동기한은 2021년 12월 31일까지로 한다."
19F35E9C-EDCB-27C6-8465-FDB46517ED0E.pdf,16599,등대․부표 등의 항로표지를 개선하고 표준화하는 역할을 하는 국제 항로표지기구의 설립에 참여함으로써 안전하고 효율적인 선박 운항과 해양 환경 보호를 위한 국제적 노력에 기여하려는 것임.,"가. 국제항로표지기구를 국제법에 따라 정부 간 기구로 설립함(안 제1조). 나. 국제항로표지기구는 항로표지에 관련된 표준·권고·지침 등의 문서를 개발하고 정부 및 관련 기구에 대한 기술 지원을 촉진하는 등의 기능을 수행함(안 제4조). 다. 국제항로표지기구는 총회, 이사회, 위원회 및 부속 조직, 사무국으로 구성됨(안 제6조). 라. 국제항로표지기구는 국제적인 법인격을 가지며, 계약·협정 체결, 동산·부동산의 취득 및 처분, 소 제기 자격을 보유함(안 제14조)."
1B09030F-221B-E7E8-775F-CF865A1988F8.pdf,22362,"가. 2023년 4월 27일 제405회(임시회) 제5차 본회의에서 의결하여 정부에 이송한 간호법안에 대해 지난 5월 16일 헌법 제53조제2항에 따라 대통령으로부터 재의 요구가 있었음. 나. 대통령의 재의 요구가 있을 때는 이를 재의에 부치도록 되어 있는 헌법 제53조제4항에 따라 국회는 헌법을 준수하고 절차적 민주주의를 지켜야 할 책무가 있음. 나. 간호법안은 의료법에서 간호 관련 사항을 분리하여 별도의 법률로 마련한 것으로 간호사 및 간호조무사의 업무 범위는 현행 의료법과 동일하게 규정하고 다른 법률보다 간호법을 우선 적용하도록 하는 조항은 반영하지 않는 등 논란이 되었던 내용을 최소화하였고, 또 한 직역단체 간 합의가 지연되는 상황에서 국회가 선도적으로 정책 방향을 결정할 필요가 있다는 점을 고려하였음. 다. 간호법안은 보건복지위원회에서 공청회와 네 차례 소위를 개회하면서 1년 이상 심사한 끝에, 2022년 5월 17일 전체회의에서 국민의 힘 위원이 참석한 가운데 대안을 마련하여 합의 처리했음. 라. 하지만 수개월간 법제사법위원회가 체계․자구 심사를 완료하지 않아 보건복지위가 2023년 2월 9일에서야 「국회법」 제86조제3항에 따라 위원 전원이 참석한 가운데 무기명투표를 실시하여 재적위원 5분의 3 이상의 찬성으로 본회의에 부의할 것을 요구하기로 의결, 2023년 3월 23일 본회의에 부의되었고, 2023년 4월 27일 본회의에 이르러서야 국민의힘 의원들도 참석한 가운데 찬성 179인으로 간호법안 대안 수정안이 가결됨. 마. 간호법안은 초고령화 사회에 간호․돌봄 공백으로부터 국민의 건강을 지키고 살인적인 노동강도와 불법진료 논란으로부터 간호사를 지키기 위한 법으로 국민과 환자들에게는 꼭 필요한 민생법안이자, 더불어민주당과 윤석열 당시 국민의힘 대선후보 공약임. 바. 따라서 2023년 5월 30일 제406회국회(임시회) 제2차 본회의 의사일정에 ‘간호법안 재의의 건’을 제9항으로 추가 상정하여 심의·처리할 것을 동의함.",2023년 5월 30일 제406회국회(임시회) 제2차 본회의 의사일정에 “간호법안 재의의 건”을 제9항으로 추가 상정하여 심의ㆍ처리할 것을 동의함.
1C44253C-3837-3B97-B83D-93F0FF8243CB.pdf,14349,,"가. 해체계획서 작성자에 대한 자격기준을 마련하여 해체계획서의 작성 수준 편차를 최소화하고 작성 내용에 있어서도 내실화를 하고자 하며, 해체공사 허가 과정에서 해체계획서 등을 보다 철저히 검토하기 위하여 지방 건축위원회를 통한 심의제도를 도입하고, 해체신고 대상 건축물이더라도 주변 여건을 고려하여 해체허가를 받도록 함(안 제30조). 나. 시공 시 해체계획서와 다른 주요공법의 적용 등 해체허가 및 신고와 착공신고에 관한 대통령령으로 정하는 사항이 변경되는 경우에는 허가권자의 승인을 받도록 하여 해체계획서 등 해체공사 관계자가 제출한 사항들과 현장의 정합도를 제고하고, 사전 안전성을 검토할 수 있도록 함(안 제30조의3). 다. 현행법상 임의규정인 해체공사 현장에 대한 현장점검을 해체공사 착공신고 등 대통령령으로 정하는 경우 의무적으로 실시하도록 하고, 허가권자의 현장점검 결과 안전한 해체공사가 진행되기 어렵다고 판단되는 경우 작업중지 등 필요한 조치를 명하도록 하는 등 허가권자의 책임과 권한을 강화하고자 함(안 제30조의4). 라. 감리자 교육을 이수한 자만 해체공사 감리자로 지정될 수 있도록 하여 감리자의 현장에 대한 안전관리ㆍ감독 수준을 강화하는 한편, 감리자의 업무 수행도 수준을 수시로 확인하기 위하여 감리내용, 현장조치 사항들을 매일 등록하도록 하고, 필수확인점 등 주요한 공정에 대해서는 사진 및 영상 촬영을 하도록 하여 해체 감리자의 업무태만을 방지하고자 함(안 제31조 및 제32조). 마. 해체공사 관계자가 이 법을 보다 준수할 수 있도록 하고, 제도의 실효성을 제고하기 위하여 이 법 위반 시의 처벌 규정을 신설하는 한편, 처벌 수준을 강화하고자 함(안 제51조, 제51조의2, 제52조, 제54조).  법률 제 호 건축물관리법 일부개정법률안 건축물관리법 일부를 다음과 같이 개정한다. 제3조제1항 중 “진흥 등”을 “진흥, 건축물 안전 등”으로 한다. 제30조제2항 및 제3항을 각각 다음과 같이 하고, 같은 조 제4항 및 제5항을 각각 제8항 및 제9항으로 하며, 같은 조에 제4항부터 제7항까지를 각각 다음과 같이 신설하고, 같은 조 제9항(종전의 제5항) 중 “그 밖에”를 “제3항부터 제5항까지의 규정에 따른 해체계획서의 작성․검토 방법, 내용 등 및 그 밖에”로 한다. ② 제1항 각 호 외의 부분 단서에도 불구하고 관리자가 다음 각 호의 어느 하나에 해당하는 건축물을 해체하려는 경우에는 허가권자의 허가를 받아야 한다. 1. 해당 건축물 주변의 일정 반경 내에 버스 정류장, 도시철도 역사 출입구, 횡단보도 등 해당 지방자치단체의 조례로 정하는 시설이 있는 경우 2. 해당 건축물의 외벽으로부터 건축물의 높이에 해당하는 범위 내에 해당 지방자치단체의 조례로 정하는 폭 이상의 도로가 있는 경우 3. 그 밖에 건축물의 안전한 해체를 위하여 건축물의 배치, 유동인구 등 해당 건축물의 주변 여건을 고려하여 해당 지방자치단체의 조례로 정하는 경우 ③ 제1항이나 제2항에 따라 허가를 받으려는 자 또는 신고를 하려는 자는 건축물 해체 허가신청서 또는 신고서에 제4항에 따라 작성되거나 제5항에 따라 검토된 해체계획서를 첨부하여 허가권자에게 제출하여야 한다. ④ 제1항 각 호 외의 부분 본문이나 제2항에 따라 허가를 받으려는 자가 허가권자에게 제출하는 해체계획서는 다음 각 호의 어느 하나에 해당하는 자가 이 법과 이 법에 따른 명령이나 처분, 그 밖의 관계 법령을 준수하여 작성하고 서명날인하여야 한다. 1. 「건축사법」 제23조제1항에 따른 건축사사무소개설신고를 한 자 2. 「기술사법」 제6조에 따라 기술사사무소를 개설등록한 자로서 건축구조 등 대통령령으로 정하는 직무범위를 등록한 자 ⑤ 제1항 각 호 외의 부분 단서에 따라 신고를 하려는 자가 허가권자에게 제출하는 해체계획서는 다음 각 호의 어느 하나에 해당하는 자가 이 법과 이 법에 따른 명령이나 처분, 그 밖의 관계 법령을 준수하여 검토하고 서명날인하여야 한다. 1. 「건축사법」 제23조제1항에 따른 건축사사무소개설신고를 한 자 2. 「기술사법」 제6조에 따라 기술사사무소를 개설등록한 자로서 건축구조 등 대통령령으로 정하는 직무범위를 등록한 자 ⑥ 허가권자는 다음 각 호의 어느 하나에 해당하는 경우 「건축법」 제4조제1항에 따라 허가권자가 설치하는 건축위원회의 심의를 거쳐 해당 건축물 해체의 허가 또는 신고수리 여부를 결정하여야 한다. 1. 제1항 각 호 외의 부분 본문이나 제2항에 따른 건축물의 해체를 허가하고자 하는 경우 2. 제1항 각 호 외의 부분 단서에 따라 건축물의 해체를 신고받은 경우로서 허가권자가 건축물 해체의 안전한 관리를 위하여 전문적인 검토가 필요하다고 판단하는 경우 ⑦ 제6항에 따른 심의 결과 또는 허가권자의 판단으로 해체계획서 등의 보완이 필요하다고 인정되는 경우에는 허가권자가 관리자에게 기한을 정하여 보완을 요구하여야 하며, 관리자는 정당한 사유가 없으면 이에 따라야 한다. 제30조의2를 제30조의4로 하고, 제30조의3을 제30조의2로 한다. 제30조의2(종전의 제30조의3)제1항 본문 중 “제30조제1항 각 호 외의 부분 본문”을 “제30조제1항 각 호 외의 부분 본문이나 같은 조 제2항”으로 하고, 같은 조 제2항 중 “3일”을 “7일”로 한다. 제30조의3을 다음과 같이 신설한다. 제30조의3(건축물 해체의 허가와 신고사항의 변경) ① 관리자는 제30조제1항 또는 제2항에 따라 허가를 받았거나 신고한 사항 중 해체계획서와 다른 해체공법 적용 등 대통령령으로 정하는 사항을 변경하려면 국토교통부령으로 정하는 바에 따라 허가권자의 변경허가를 받거나 허가권자에게 변경신고를 하여야 한다. 이 경우 해체계획서의 변경 등에 관한 사항은 제30조제3항부터 제7항까지 및 제9항을 준용한다. ② 관리자는 제30조의2제1항에 따라 해체공사의 착공신고를 한 사항 중 제32조의2에 따른 해체작업자(이하 “해체작업자”라 한다) 변경 등 대통령령으로 정하는 사항을 변경하려면 국토교통부령으로 정하는 바에 따라 허가권자에게 변경신고를 하여야 한다. ③ 관리자는 제1항이나 제2항에 따른 변경허가 또는 변경신고 사항 외의 변경 사항은 제33조에 따른 건축물 해체공사 완료신고 시 국토교통부령으로 정하는 바에 따라 허가권자에게 일괄하여 변경신고를 하여야 한다. 제30조의4(종전의 제30조의2)제1항 전단 중 “점검이 필요하다고 판단되는 경우”를 “제30조의2에 따른 해체공사 착공신고를 받은 경우 등 대통령령으로 정하는 경우에는”으로, “현장점검을 할 수 있다”를 “현장점검을 하여야 한다”로 하고, 같은 항 후단을 삭제하며, 같은 조 제2항을 다음과 같이 하고, 같은 조 제3항을 제5항으로 하며, 같은 조에 제3항 및 제4항을 각각 다음과 같이 신설하고, 같은 조 제5항(종전의 제3항) 중 “제1항”을 “제4항”으로 한다. ② 허가권자는 제1항에 따른 현장점검 결과 해체공사가 안전하게 진행되기 어렵다고 판단되는 경우 즉시 관리자, 제31조제1항에 따른 해체공사감리자(이하 “해체공사감리자”라 한다), 해체작업자 등에게 작업중지 등 필요한 조치를 명하여야 하며, 조치 명령을 받은 자는 국토교통부령으로 정하는 바에 따라 필요한 조치를 이행하여야 한다. ③ 허가권자는 국토교통부령으로 정하는 바에 따라 제2항에 따른 필요한 조치가 이행되었는지를 확인한 후 공사재개 등의 조치를 명하여야 하며, 필요한 조치가 이행되지 아니한 경우 공사재개 등의 조치를 명하여서는 아니 된다. ④ 허가권자는 제1항의 현장점검 업무를 제18조제1항에 따른 건축물관리점검기관으로 하여금 대행하게 할 수 있다. 이 경우 업무를 대행하는 자는 현장점검 결과를 국토교통부령으로 정하는 바에 따라 허가권자에게 서면으로 보고하여야 한다."
1D163C9A-9991-B076-8C5F-C8276D293EA0.pdf,20073,"금년에 70주년을 맞이한 한미동맹은 한반도 평화와 안정의 강력한 기반이자 동북아를 포함한 세계의 자유, 평화와 번영의 핵심 축으로 기능하고 있으며, 급변하는 국제정세 속에서도 능동적으로 대응하여 역동적이고 살아있는 동맹이라는 평가가 있음. 특히, 최근 북한의 핵ㆍ미사일 위협과 우크라이나 전쟁으로 인해 역내 및 세계의 안보 불확실성이 급속도로 커지고 있는 상황에서 한미동맹의 역할은 더욱 중요해지고 있으며, 앞으로 한반도 평화ㆍ안정과 전 세계의 자유ㆍ평화ㆍ번영의 근간이 될 것으로 기대됨. 한국과 미국은 이러한 공통의 상황인식을 바탕으로 2022년 5월 한미정상회담을 통해 한미동맹의 굳건함과 긴밀한 한미 공조를 재확인하고, 공동의 가치와 상호신뢰를 토대로 외교ㆍ안보뿐 아니라 경제ㆍ사회ㆍ문화ㆍ과학ㆍ기술 등 다양한 분야에서의 글로벌 포괄적 전략동맹으로 확대ㆍ강화하기로 합의한 바 있음. 이번 결의안은 한미동맹 70주년을 맞이하여 양국이 한미동맹을 더욱 굳건히 다지고, 앞으로도 양국의 번영과 한반도 평화ㆍ안정 및 전 세계의 자유ㆍ평화ㆍ번영이라는 공동의 목표를 위하여 호혜적 협력을 지속하겠다는 확고한 의지와 신뢰를 재확인하려는 것임.","한미동맹은 한국전쟁의 포화 속에서 흘린 피와 공동의 희생을 바탕으로 1953년 ‘한미상호방위조약’이 체결된 이래 지난 70년간 대한민국의 민주화와 경제성장의 기틀이 되어 왔으며, 전 세계적으로 가장 성공적인 동맹으로서 시대의 도전에 맞서 끊임없이 성장하고 진화해왔다. 한미동맹은 70년을 이어온 굳건한 군사ㆍ안보 협력을 바탕으로, ‘글로벌 포괄적 전략동맹’으로서 한미 간 협력의 범위를 경제ㆍ사회ㆍ문화ㆍ과학ㆍ기술 등 영역까지 확장하는 한편, 한반도와 세계 질서의 핵심 축으로 평화 유지에 기여하고 있다. 금년에 한미동맹은 70주년이라는 역사적인 해를 맞이하였다. 대한민국 국회는 21세기 도전에 맞추어 발 빠르게 진화하는 한미동맹이 한반도의 완전한 비핵화 및 동북아 평화ㆍ안정과 글로벌 중추국가 비전 달성에 기여할 것으로 기대하면서 다음과 같이 결의한다. 1. 대한민국 국회는 한미동맹이 대한민국의 민주화와 경제성장의 기반이 되었으며, 한반도 및 역내, 세계 평화와 번영의 핵심 축으로 기능하고 있음을 재확인하고, 동맹 70주년 계기에 양국의 공동번영을 위하여 동맹관계의 호혜적인 확대ㆍ발전이 필요함을 대내외에 천명한다. 2. 대한민국 국회는 2022년 5월 한미 정상이 공동선언을 통해 한미동맹을 글로벌 포괄적 전략동맹으로 격상시킨 것을 환영하며, 이를 성실하게 이행하기 위하여 법적ㆍ제도적 뒷받침을 적극적으로 추진해 나갈 것을 다짐한다. 3. 대한민국 국회는 한국전쟁에 참전한 한국군과 미군을 비롯한 UN군의 숭고한 헌신과 희생을 기억하며 높은 경의를 표한다. 4. 대한민국 국회는 최근 북한의 지속적인 미사일 도발과 핵개발 추구가 동북아의 평화와 안정에 위협이 되고 있다는 점에 우려를 표하고, 한미 양국 정부가 고도화되는 북한의 핵ㆍ미사일 위협을 효과적으로 억제함과 동시에 북한과의 대화를 통한 항구적인 평화정착을 추진하는 등 실질적이고 지속적인 노력을 기울일 것을 촉구한다. 5. 대한민국 국회는 한미 양국 정부가 경제안보 동맹이자 기술동맹으로서 첨단 반도체, 양자(Quantum), 바이오기술, 자율로봇, AI, 원자력 및 우주 분야 등 핵심ㆍ신흥기술과 사이버 안보 협력을 더욱 공고히 하고, 글로벌 공급망 안정을 비롯한 경제ㆍ에너지 안보 협력을 심화해 나갈 것을 촉구한다. 6. 대한민국 국회는 한미 양국 정부가 자유롭고 평화로우며 번영하는 역내 질서 구축과 글로벌 과제 대응을 위해 긴밀히 소통하고 협력해 나갈 것을 기대한다. 7. 대한민국 국회는 한미 양국 의회가 한미동맹에 대한 초당적 지지를 바탕으로 상호 교류를 강화하고 공동 현안의 호혜적인 해결 방안을 모색하기 위하여 양국 의원연맹을 조속히 구성할 것을 제안한다."
1DA639FD-066A-FB45-6B54-E98A7FBDF7E1.pdf,,"2022년 10월 29일 오후 10시 15분, 서울특별시 용산구 이태원동 일대에서 핼러윈 축제 중 발생한 압사 참사로 158명이 사망하고 196명이 중경상을 입는 최악의 사고가 발생하였다. 참사의 원인으로는 사회적 거리두기 해제 후 대규모 인파 집중에도 불구하고 정부와 지방자치단체의 사전 안전관리대책 부재, 현장 112 신고에도 관계 당국의 즉각적 대처 미흡, 재난 상황 초기 보고 및 대응 체계의 문제 등이 지적되었다. 또한 대통령실 용산 이전에 따른 경호·경비 인력 과다 소요, 마약범죄 단속 계획에 따른 질서유지 업무 소홀, 참사 축소 및 책임 회피 문제도 제기되었다. 이에 참사의 원인과 당국의 대처 전반에 대한 철저한 진상조사와 재발방지대책 마련을 위해 국정조사를 실시한다.",
1DECDD78-60B7-185D-4FF9-ED14D62C6037.pdf,14227,"세계박람회는 인류 공동문제에 대한 해결방안과 미래 사회에 대한 비전을 제시하여 인류공영에 이바지해 온 전 세계인의 축제로 우리나라는 2030년 부산에서 첫 등록박람회를 개최하기 위하여 국제박람회 기구에 유치 신청서를 제출하였음. 부산은 2002년 월드컵, APEC 정상회의 등 대형 국제행사 개최 경험과 탁월한 글로벌 전시 역량 및 편리한 접근성을 지닌 국제 관광도시로서 세계박람회의 성공적인 개최를 위한 요건을 갖추고 있음. 2030 부산세계박람회 개최는 일자리 창출과 경제적 파급효과를 통해 국가 및 지역 경제의 활성화에 기여하고, 우리나라의 위상을 제고할 것으로 예상됨. 이에 2030 부산세계박람회의 유치를 국회 차원에서 적극 지원하기 위하여 「국회 2030 부산세계박람회 유치지원 특별위원회」를 구성하려는 것임.","가. 2030년에 개최예정인 세계박람회를 부산에 유치하기 위하여 「국회법」 제44조에 따라 「국회 2030 부산세계박람회 유치지원 특별위원회」를 구성한다. 나. 위원 수는 위원장을 포함하여 18인으로 하며, 여·야 동수로 구성한다. 다. 특별위원회의 활동기한은 2023년 12월 31일까지로 한다."
1F569307-6712-C024-4C32-129C991FA37D.pdf,4133,"산업화 이후 전 세계적인 온실가스 배출 증가로 인류는 ‘기후변화’를 넘어선 ‘기후위기’ 시대에 직면함. 지난 100년 간 지구 평균온도가 0.8℃ 증가하고 가뭄, 홍수, 폭염, 한파, 태풍, 대형 산불 등 기후 재난이 빈번해졌으며 빈부격차 등에 따라 차별적인 피해를 받고 있음. 이에 전 세계의 과학계, 경제계, 시민사회 그리고 각 국 정부는 기후위기 대응 강화를 촉구하고 있고, 우리나라의 226개 기초자치단체를 비롯하여 전 세계적으로 1,732개 지방정부의 기후위기 선언이 이어지고 있음. 전 지구적인 기후변화 대응을 위해 지난 2015년 선진국과 개도국이 모두 참여하는 신기후체제 ‘파리협정’ 이 탄생하였음. 지구온도 평균 상승을 산업화 이전 대비 1.5℃ 이하로 제한하는 협정의 목표에 따라 과학적 근거와 대응방안 제시를 위하여 지난 2018년 ‘기후변화에 관한 정부 간 협의체(IPCC: the Intergovernmental Panel on Climate Change)’는 「지구온난화 1.5℃ 특별보고서」를 마련함. IPCC는 이 특별보고서를 통해 지구 평균온도 상승을 산업화 이전 대비 1.5℃ 이내로 제한하여야 하며 이를 위해 2050년까지 탄소순배출 제로(net-zero)를 달성해야 한다고 권고함. 영국, 스페인, 프랑스, 덴마크 등 23개국이 2050 탄소순배출 중립목표를 법제화 또는 정책화하였고 우리나라를 포함한 파리협정 당사국들은 2050년 장기 비전 및 전략 마련을 위한 논의를 추진 중임. 대한민국 국회는 기후변화의 심각성을 엄중히 인식하여 현 상황을 ‘기후위기 비상상황’으로 선언하고, 국회 내 특별위원회를 설치하여 우리나라가 국제사회의 책임감 있는 일원으로서 기후위기 대응에 동참할 수 있도록 정부와 긴밀히 협조하고자 함.","대한민국 국회는 이상기후 현상 등 기후변화 문제가 나날이 심각해지는 현 상황을 ‘기후위기’로 인식하고, 우리나라가 세계 11위 수준의 대표적인 온실가스 다배출국가이자 여전히 온실가스 배출량이 증가추세에 있는 것을 인식하며, 파리협정의 당사국으로서 파리협정의 목표와 ‘기후변화에 관한 정부 간 협의체(IPCC: the Intergovernmental Panel on Climate Change)’의 「지구온난화 1.5℃ 특별보고서」의 권고에 따라 기후문제를 해결하여 미래세대에게 지속가능한 삶과 더 나은 대한민국을 물려주고 지구환경 보호, 기후변화로 심화되는 사회적 불평등 해소를 위해 다음과 같이 결의한다. 1. 대한민국 국회는 인간의 과도한 화석연료 사용과 온실가스 배출 증가에 따른 기후변화로 가뭄, 홍수, 폭염, 한파, 태풍, 대형 산불 등 기후재난이 증가하고 불균등한 피해가 발생하는 현재의 상황을 ‘기후위기’로 엄중히 인식하고, 기후위기의 적극적 해결을 위하여 현 상황이 ‘기후위기 비상상황’임을 선언한다. 2. 대한민국 국회는 기후위기 상황에 적극적으로 대응하기 위하여 IPCC 1.5℃ 특별보고서의 권고를 엄중하게 받아들이며 정부가 2030 국가 온실가스 감축목표를 이에 부합하도록 적극적으로 상향하고, 2050년 온실가스 순배출 제로를 목표로 책임감 있는 장기저탄소발전전략을 수립하여 국제사회에 제출하며, 이를 이행하기 위한 정책을 수립·추진할 것을 촉구하고, 이를 위해 정부와 적극 협력한다. 3. 대한민국 국회는 나날이 심각해지는 기후위기에 대응하기 위하여 국회 내 ‘기후위기 대응을 위한 특별위원회’를 설치하여 기후위기 대응 관련 예산 편성을 지원하고, 법제도를 개편하며, 다양한 이해당사자들의 의견수렴 및 공감대 형성을 통해 기술연구 및 인력개발 지원, 에너지 세제 개편, 취약 계층 지원 등 기후위기 대응 정책을 검토하고, 이를 통합적으로 지원·점검하여, 범국가적 행동을 이끌어 낼 수 있도록 노력한다. 4. 대한민국 국회는 기후위기 대응을 위한 대전환 과정에서 ‘민주성, 합리성, 절차의 투명성 원칙’에 따라 다양한 이해관계자의 참여를 보장하고, ‘양보와 타협, 이해와 배려의 원칙’에 따라 환경과 경제가 공존할 수 있도록 하며, ‘정의와 형평성의 원칙’에 따라 전환 과정의 책임과 이익이 사회 전체에 분배될 수 있도록 하고, 부작용과 비용이 사회적 약자, 노동자, 중소상공인, 지역사회에 전가되지 않도록 하며, 기후위기 취약계층 등 사회적 약자에 대한 대책 마련에 나섬으로써, 기후위기와 사회적 불평등을 극복할 수 있도록 ‘정의로운 전환의 원칙’을 준수한다. 5. 대한민국 국회는 지구온난화로 인한 바다와 육지의 생물다양성의 파괴를 막기 위해 보전 및 예방, 그리고 복원 등의 대책을 강화함으로써, 탄소흡수원과 기후변화 적응 기능을 유지 및 확대하고 건강한 자연환경 조성을 통한 지속가능한 사회를 추구한다. 6. 대한민국 국회는 기후위기 대응이 국가 범위를 뛰어넘는 전지구적으로 추진되어야 하는 과제임을 인지하고, 국제적으로 탄소배출을 줄이기 위하여 정부와 적극 협력한다."
1F9A4EF8-402A-BCE1-FD83-693854E2B9C2.pdf,,,소상공인·전통시장의 경영안정과 구조고도화 지원을 통한 서민경제 활성화 및 소상공인·전통시장의 자생력 제고
217F042F-C135-430B-9FEE-31535E8E5F58.pdf,,,소상공인·전통시장의 경영안정과 구조고도화 지원을 통한 서민경제 활성화 및 소상공인·전통시장의 자생력 제고
21DE38F4-54A3-10AC-5B64-C74DE1268F30.pdf,12736,"국제연합 회원국으로서 국제연합의 국제평화유지 노력에 적극 동참하고, 레바논의 안정화와 중동지역의 평화 달성에 기여하기 위하여「국제연합 레바논 평화유지군(UNIFIL)」에 파견되어 활동 중인 국군부대의 파견 기간을 연장하려는 것임.","가. 2007. 7. 19.부터 파견되어 2021.12.31.까지 연장된 국군부대의 파견기간을 2022. 1. 1.부터 2022.12.31.까지 1년간 연장함. 나. 국군부대의 임무는 작전지역에 대한 감시정찰, 레바논군 협조 및 지원, 인도주의적 활동 등임. 다. 국군부대에 대한 지휘권 및 법적 지위에 관하여는 국제연합 평화유지 활동에 적용되는 원칙에 따르도록 함. 라. 국군부대 파견에 따른 소요경비(所要經費)는 우리 정부 예산에서 먼저 지출하고 추후 국제연합으로부터 일부 보전 받음."
22A396BE-BB68-3E86-8C20-8BB93747D5A7.pdf,7857,"현행 규정은 윤리심사자문위원회의 자문위원으로 위촉될 수 있는 사람의 자격 요건을 부교수 이상의 직에 8년 이상 있거나 있었던 사람, 판사·검사·군법무관 또는 변호사의 직에 10년 이상 있거나 있었던 사람 등으로 규정하고 있으나, 언론인은 포함되어 있지 않음. 언론사의 취재ㆍ보도업무에 20년 이상 종사하였었던 언론인은 국회와 국회의원에 대한 이해도가 높고, 사회 및 정치 현상에 대한 경험이 풍부한 직업군으로서 위촉 대상에 포함시켜 자문위원으로 활동할 수 있는 기회를 부여할 필요가 있음(안 제13조제1항제5호 신설).",윤리특별위원회 운영 등에 관한 규칙 일부개정규칙안 윤리특별위원회 운영 등에 관한 규칙 일부를 다음과 같이 개정한다. 제13조제1항에 제5호를 다음과 같이 신설한다. 5. 언론사의 취재·보도업무에 20년 이상 종사하였었던 언론인 부칙 이 규칙은 국회가 의결한 날부터 시행한다.
245B4D4B-E110-4B22-8AFA-13050BD0AB6A.pdf,2115585,,"농산물 유통구조개선 촉진 및 농산물의 원활한 수급과 가격안정 도모, 식품․외식산업의 신성장산업화 지원을 통한 농식품 수출확대 및 농업과 식품산업의 동반성장 도모"
25039599-3BBF-3144-F663-C59EE60B74B3.pdf,25099,"국제연합 회원국으로서 국제연합의 국제평화유지 노력에 적극 동참하고, 남수단 공화국의 평화 정착 및 재건 지원에 기여하기 위하여 ｢국제연합 남수단 임무단(UNMISS)｣에 파견되어 활동 중인 국군부대의 파견기간을 연장하려는 것임.","가. 2013. 4. 3.부터 파견되어 2023.12.31.까지 연장된 국군부대의 파견기간을 2024. 1. 1.부터 2024.12.31.까지 1년간 연장함. 나. 국군부대의 임무는 남수단 공화국 평화 정착 및 재건(공병) 지원, 인도주의적 활동 등임. 다. 국군부대에 대한 지휘권 및 법적 지위에 관하여는 국제연합 평화유지 활동에 적용되는 원칙에 따르도록 함. 라. 국군부대 파견에 따른 소요경비(所要經費)는 우리 정부 예산에서 먼저 지출하고 추후 국제연합으로부터 일부 보전 받음."
