파일명,의안번호,제안이유,주요내용,오류
3F5D34F0-4CEE-3EC4-E92E-3A441A46F812.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
3F7DC06D-714E-E27D-01F9-AFAB1290073F.pdf,10577,"북한은2017년7월4일의대륙간탄도미사일(ICBM)급‘화성-14형’의 시험발사에이어11월29일에는이보다진전된신형‘화성-15형’의발 사에도성공했다고주장하며국가핵무력완성을선포했으며, 실제로도 북한의한반도및세계평화에대한위협수준은과거보다한층더 가중되고있고국제사회의우려도더욱커지고있음. 또한지난11월13일판문점공동경비구역(JSA)에서북한군의귀순 병에대한추격과정에서발생한일련의행위는정전협정을위반한 것으로판명되었음. 비무장지대에서는남과북어느쪽도적대행위를 할수없고허락없이군사분계선을넘을수없다고정전협정상명시 되어있으나, 북한군추격조는군사분계선너머로귀순병에게총격을 가하고일부는군사분계선을넘기도하였는바이는명백히정전협정을 위반한것임. 또한이과정에서자칫남북간총격상황으로까지확대될 수있는위험을초래하였음. 북한은2013년에일방적으로정전협정무효화를선언하고, UN군사 - 4 - 령부와북한군간판문점직통전화마저단절하였으며, 정전협정체결 이후그위반행위를지속적으로자행해오고있음. 1953년이후북한의 정전협정위반횟수가43만여건이고, 무장공비침투나국지도발등중 대한위반행위도작년말기준으로3천건을넘는것으로파악되고있음. 이에대한민국국회는북한의이와같은미사일도발행위및지속 적인정전협정위반행위에대해엄중히경고및규탄하고, 북한에대해 향후이러한행위의재발을방지할것과재발방지대책을수립하기 위한회담에조속히참여할것을촉구하고, 한반도전쟁위험방지를 위해대한민국정부에대해서는북한의계속되는각종군사적도발행 위를억제할수있는실효적이고강력한제재방안을마련하여시행할 것을주문하려는것임.",,
41B78EF7-5A64-4239-164E-669328431C05.pdf,,,"(1) 자금조달 및 운용규모 (단위 : 백만원) 자 금 조 달 자 금 운 용 구분 '18 '19 증감 구분 '18 '19 증감 계획 당초 (A) 현계획 (B) 수정 (C) (C-B) 계획 당초 (A) 현계획 (B) 수정 (C) (C-B) 합 계 2,373,927 2,402,524 2,402,524 2,402,524 - 합 계 2,373,927 2,402,524 2,402,524 2,402,524 - ㅇ자체수입 2,055,242 2,173,217 2,173,217 2,173,217 - ㅇ사업비 2,102,316 2,096,236 2,096,236 2,097,136 900 ㅇ정부내부수입 - - - - - ㅇ기금운영비 50,881 52,036 52,036 52,036 - ㅇ여유자금회수 318,685 229,307 229,307 229,307 - ㅇ여유자금운용 220,730 254,252 254,252 253,352 △900 (2) 일시차입금, 장기차입금 최고한도액(예산총칙내의 한도) 및 채권발행한도액: 해당사항 없음 (3) 주식 및 부동산 취득한도: 해당사항 없음 (4) 기타 자금조달 및 운용에 관한 주요사항: 해당사항 없음 - 3 - 다. 자산에 관한 주요사항 (1) 보유자산 규모의 변동 (단위 : 백만원) 구 분 ‘18 ‘19 증감 계획 당초(A) 현계획(B) 수정(C) (C-B) 계 3,912,069 3,893,409 3,893,409 3,892,509 △900 ○유동자산 1,604,278 1,779,445 1,779,445 1,778,545 △900 ○고정자산 2,307,791 2,113,964 2,113,964 2,113,964 - (2) 고정자산 및 투자자산의 주요 변동내용 (단위 : 백만원) 구 분 ‘18 ‘19 증감 계획 당초(A) 현계획(B) 수정(C) (C-B) 계 2,307,791 2,113,964 2,113,964 2,113,964 - ○고정자산 2,307,791 2,113,964 2,113,964 2,113,964 - - 4 - 2. 수입⋅지출계획 총괄표 가. 수입계획 (단위 : 백만원) 나. 지출계획 (단위 : 백만원, 천불) 관 항 2018년 2019년 증 감 (C-B) 장(분야)․ 관(부문) 항(프로그램) 2018년 2019년 증 감 (C-B) 당초(A) 현계획(B) 수정(C) 당초(A) 현계획(B) 수정(C) 11 100 ($336,204) ($325,177) ($325,177) ($325,177) 재산수입 16,456 20,784 20,784 20,784 - 농림수산 2,373,927 2,402,524 2,402,524 2,402,524 - 51 관유물대여료 25 25 25 25 - 101 ($336,204) ($325,177) ($325,177) ($325,177) 54 농업농촌 1,809,509 1,843,101 1,843,101 1,843,101 - 기타이자수입 16,431 20,759 20,759 20,759 - 2200 및 재산수입 농업신산업육성 25,000 22,500 22,500 22,500 - 3000 ($336,204) ($325,177) ($325,177) ($325,177) 12 농산물수급안정 1,441,589 1,454,090 1,454,090 1,454,990 900 경상이전수입 98,707 162,440 162,440 162,440 - 및유통효율화 6400 56 종자관리 71,309 60,223 60,223 60,223 - 벌금,몰수금및 32 32 32 32 - 7000 과태료 농림축산식품 50,881 52,036 52,036 52,036 - 57 행정지원 변상금및위약금 5,381 5,381 5,381 5,381 - 9700 59 여유자금운용 220,730 254,252 254,252 253,352 △900 기타경상이전수입 93,294 157,027 157,027 157,027 - 104 15 식품업 564,418 559,423 559,423 559,423 관유물매각대 743,057 864,426 864,426 864,426 - 2800 71 식품외식산업육성 564,418 559,423 559,423 559,423 - 고정자산매각대 12 5,298 5,298 5,298 - 72 토지및무형자산 - 55,914 55,914 55,914 - 매각대 73 재고자산매각대 743,045 803,214 803,214 803,214 - 및유동자산 - 5 - 가. 수입계획 (단위 : 백만원) 나. 지출계획 (단위 : 백만원, 천불) 관 항 2018년 2019년 증 감 (C-B) 장(분야)․ 관(부문) 항(프로그램) 2018년 2019년 증 감 (C-B) 당초(A) 현계획(B) 수정(C) 당초(A) 현계획(B) 수정(C) 20 융자 및 전대 1,197,022 1,125,567 1,125,567 1,125,567 - 차관원금회수 75 융자원금회수 1,197,022 1,125,567 1,125,567 1,125,567 - 31 차입금 및 여유 318,685 229,307 229,307 229,307 - 자금회수 84 유가증권매각대 5,085 5,085 5,085 5,085 - 85 정부예금회수 313,600 224,222 224,222 224,222 - 수입합계 2,373,927 2,402,524 2,402,524 2,402,524 지출합계 2,373,927 2,402,524 2,402,524 2,402,524 - - 6 - 3. 수입계획 주요항목별 내역 (단위 : 백만원) 관 항 2018년 2019년 증감 (C-B) 수 입 개 요 및 내 역 당초(A) 현계획(B) 수정(C) 11 재산수입 16,456 20,784 20,784 20,784 - 51 관유물대여료 25 25 25 25 - 54 기타이자수입 및 재산수입 16,431 20,759 20,759 20,759 - 12 경상이전수입 98,707 162,440 162,440 162,440 - 56 벌금,몰수금및과태료 32 32 32 32 - 57 변상금및위약금 5,381 5,381 5,381 5,381 - 59 기타경상이전수입 93,294 157,027 157,027 157,027 - 15 관유물매각대 743,057 864,426 864,426 864,426 - 71 - 7 - (단위 : 백만원) 관 항 2018년 2019년 증감 (C-B) 수 입 개 요 및 내 역 당초(A) 현계획(B) 수정(C) 고정자산매각대 12 5,298 5,298 5,298 - 72 토지및무형자산매각대 - 55,914 55,914 55,914 - 73 재고자산매각대및유동자산 743,045 803,214 803,214 803,214 - 20 융자 및 전대차관 원금회수 1,197,022 1,125,567 1,125,567 1,125,567 - 75 융자원금회수 1,197,022 1,125,567 1,125,567 1,125,567 - 31 차입금 및 여유자금 회수 318,685 229,307 229,307 229,307 - 84 유가증권매각대 5,085 5,085 5,085 5,085 - 85 정부예금회수 313,600 224,222 224,222 224,222 - 수입합계 2,373,927 2,402,524 2,402,524 2,402,524 - - 8 - 4. 지출계획 주요항목별 (단위 : 백만원, 천불) 장(분야)/관(부문) 2018년 2019년 증 감 (C-B) 지출개요 및 내역 항(프로그램) 사업(단위사업) 당초(A) 현계획(B) 수정(C) ($336,204) ($325,177) ($325,177) ($325,177) - 장(분야)100 농림수산 2,373,927 2,402,524 2,402,524 2,402,524 - ($336,204) ($325,177) ($325,177) ($325,177) - 관(부문)101 농업․농촌 1,809,509 1,843,101 1,843,101 1,843,101 - 2200 농업신산업육성 25,000 22,500 22,500 22,500 - 1. 친환경농산물유통 활성화 25,000 22,500 22,500 22,500 - 3000 ($336,204) ($325,177) ($325,177) ($325,177) - 농산물수급안정 및 유통효율화 1,441,589 1,454,090 1,454,090 1,454,990 900 1. 농산물가격안정 및 수급조절(농안기금) 599,403 646,558 646,558 646,558 - 2. 농산물유통개선 (농안기금) 789,081 756,017 756,017 756,017 - 3. 소비지유통활성화 53,105 51,515 51,515 52,415 900 <지출개요> 1. 농산물 직거래 및 유통활성화 지원 <지출내역> - 9 - (단위 : 백만원, 천불) 장(분야)/관(부문) 2018년 2019년 증 감 (C-B) 지출개요 및 내역 항(프로그램) 사업(단위사업) 당초(A) 현계획(B) 수정(C) 1. 농산물직거래활성화지원 14,115 2. 농산물직거래활성화지원(융자) 38,300 6400 종자관리 71,309 60,223 60,223 60,223 - 1. 종자수급조절 71,309 60,223 60,223 60,223 - 7000 농림축산행정지원 50,881 52,036 52,036 52,036 - 1. 기금운영비 (농안기금) 50,881 52,036 52,036 52,036 - 9700 여유자금운용 220,730 254,252 254,252 253,352 △900 1. 여유자금운용 220,730 254,252 254,252 253,352 △900 <지출개요> 1. 여유자금운용 <지출내역> 1. 통화금융기관예치 155,578 - 10 - (단위 : 백만원, 천불) 장(분야)/관(부문) 2018년 2019년 증 감 (C-B) 지출개요 및 내역 항(프로그램) 사업(단위사업) 당초(A) 현계획(B) 수정(C) 2. 비통화금융기관예치 97,774 관(부문)104 식품업 564,418 559,423 559,423 559,423 - 2800 식품외식산업육성 564,418 559,423 559,423 559,423 - 1. 한식 및 외식산업 육성(농안기금) 12,106 9,858 9,858 9,858 - 2. 농식품수출촉진 (농안기금) 410,006 411,165 411,165 411,165 - 3. 식품산업육성 (농안기금) 142,306 138,400 138,400 138,400 - 지출합계 ($336,204) 2,373,927 ($325,177) 2,402,524 ($325,177) 2,402,524 ($325,177) 2,402,524 - - 11 - 5. 기금조성계획 (단위 : 백만원) 구 분 2018년말 누계 2019 계획 증 감 (C-B) 당초(A) 현계획(B) 수정(C) 누 계 총 조 성 (a) ○ 출연 165,607 - - - 165,607 - - 정부출연 165,607 - - - 165,607 - - 민간출연 - - - - - - ○ 부담금 1,323,831 44,677 44,677 44,677 1,368,508 - ○ 차입금 - - - - - - ○ 운용수입 18,191,061 970,499 970,499 970,499 19,161,560 - - 재화및용역판매수입 - - - - - - - 자산매각수입 15,260,305 864,426 864,426 864,426 16,124,731 - 정부내부이자수입 16,523 - - - 16,523 - - 민간이자수입 1,605,893 11,746 11,746 11,746 1,617,639 - - 기타 1,308,340 94,327 94,327 94,327 1,402,667 - ○ 평가계정 241,866 - - - 241,866 - 소 계 19,922,365 1,015,176 1,015,176 1,015,176 20,937,541 - 사 용 액 (b) ○ 경상지출 14,600,828 1,044,148 1,044,148 1,045,048 15,645,876 900 ○ 정부내부상환 400,253 - - - 400,253 - ○ 차입금원금상환 - - - - - - ○ 기타관리비 847,608 52,036 52,036 52,036 899,644 - ○ 평가계정 145,784 - - - 145,784 - 소 계 15,994,473 1,096,184 1,096,184 1,097,084 17,091,557 900 순 조 성 (a-b) 3,927,892 △81,008 △81,008 △81,908 3,845,984 △900 - 12 - 6. 추정재정상태표 (단위 : 백만원) 구 분 ‘18년말 계획 2019 계획 증 감 (C-B) 당초(A) 현계획(B) 수정(C) 자 산 ○ 유동자산 1,604,278 1,779,445 1,779,445 1,778,545 △900 ○ 고정자산 2,307,791 2,113,964 2,113,964 2,113,964 - ○ 운용자산 - - - - - ○ 투자와기타자산 - - - - - 자 산 총 계 3,912,069 3,893,409 3,893,409 3,892,509 △900 자 본 및 부 채 ○ 유동부채 16,189 78,537 78,537 78,537 - ○ 고정부채 - - - - - ○ 기타부채 - - - - - 부 채 합 계 16,189 78,537 78,537 78,537 - ○ 자본금 165,607 165,607 165,607 165,607 - ○ 자본잉여금 37,609 37,609 37,609 37,609 - ○ 이익잉여금 3,583,210 3,502,202 3,502,202 3,501,302 △900 ○ 자본조성 109,454 109,454 109,454 109,454 - 자 본 합 계 3,895,880 3,814,872 3,814,872 3,813,972 △900 자본 및 부채 총계 3,912,069 3,893,409 3,893,409 3,892,509 △900 7. 추정재정운영표 (단위 : 백만원) 구 분 ‘18년말 계획 2019 계획 증 감 (C-B) 당초(A) 현계획(B) 수정(C) 01. 영업(사업)이익 853,910 924,227 924,227 924,227 - 02. 영업(사업)비용 685,685 743,079 743,079 743,979 900 03. 영업(사업)총이익(1-2) 168,225 181,148 181,148 180,248 △900 04. 일반관리비 304,889 343,852 343,852 343,852 - 05. 영업(사업)이익(3-4) △136,664 △162,704 △162,704 △163,604 △900 06. 영업(사업)외수익 68,153 90,949 90,949 90,949 - 07. 영업(사업)외비용 9,952 9,253 9,253 9,253 - 08. 경상이익(5+6-7) △78,463 △81,008 △81,008 △81,908 △900 09. 특별이익 - - - - - 10. 특별손실 - - - - - 11. 법인세차감전순이익(8+9-10) - - - - - 12. 법인세비용 - - - - - 당 기 순 이 익 △78,463 △81,008 △81,008 △81,908 △900",
41E7550B-572A-4FE5-1BD7-AD7555BD5D5B.pdf,4733,"가계부채, 전월세대책등서민주거안정을위한방안과청년등의 일자리문제해소, 사교육비절감등민생안정을제고할수있는방 안을논의하기위하여2016년7월「민생경제특별위원회」를구성 하였으나, 「주택임대차보호법」개정안에대한입법의견을제시하는 등민생안정을위한대책을계속논의하기위하여활동기간을2017 년6월30일까지로연장하려는것임. 의안 번호 4733 제안연월일: 2016. 12. . 제 안 자: 국회운영위원장",,
421120F6-75F6-7D88-867C-61559908799C.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
427BA6DC-EC60-1B4B-E2FB-3A631B3178DB.pdf,12608,"1. 강원권상수도관망최적화관리시스템사업에대한감사청구 강원권상수도관망최적화관리시스템사업관련, 한국환경공단의관리· 감독부실을이유로태백시, 정선군등지방자치단체에서시설인수를거부 하고있고, 이로인한예산낭비가우려된다는지적이있었음. 의안 번호 12608 제안연월일: 2018. 3. . 발 의 자: 환경노동위원장 - 2 - 따라서한국환경공단의강원권상수도관망최적화관리시스템사업추진 과정에서문제가있었는지규명할필요가있으므로이에대하여감사원의 감사를요구함. 2. 하수관로정비사업에대한감사청구 환경부는하수관로정비사업(BTL 사업포함)을추진함에있어주거지역 (구도심등)의경우지역여건상완전분류식화가불가능함에도불구하고 완전분류식화가가능한것으로설정하여추진하고있음. 분류식화하수관로정비사업구역내하수박스의경우대부분이합류식 으로되어있음에도불구하고별도의개선대책없이사각지대로방치되어 있으며, 하수박스안으로들어온우수가오폐수와혼합되거나또는전량 차집되어하수처리시설로이송되거나하천으로방류되고있는실정임. 이 로인해하수처리시설로하천수보다깨끗한물(계곡수, 지하수)이이송되 어하수처리과정을거친후본래의수질보다악화된수질로방류되는등 막대한국가예산이낭비되고있음. 그리고, 하수박스내부에퇴적된오염물이이상강우시일시에하천으 로유출되어하천수질을악화시키는원인을제공하고있음. 또한, 환경부는분류식화사업이후하수박스는분류식화가되지않았음 에도불구하고해당지역을분류화가된지역으로고시하여차후문제해 결을위한추가시설투입을어렵게하고있는실정임. 이에따라환경부의하수관로정비사업에대한감사원의감사를요구함. - 3 - 3. 한국고용정보원의계약관련적정성여부에대한감사 한국고용정보원의『국가일자리정보플랫폼기반및일자리포털구축 사업』을수행하기로한컨소시엄에포함된H업체와한국고용정보원의 계약관련직원이일자리포털구축사업입찰을앞두고골프를친사실, 사업계획서와제안요청서가메일을통하여사전유출된사실, 특정심 사위원들이특정업체와심사전까지수차례연락을하는등유착의혹이 있음. 이에H업체를포함한컨소시엄참여업체와한국고용정보원간체결한일 련의계약업무적정성여부등에대한감사원감사를요구함.",,
42E484B7-44E0-1176-3427-0B7C89014775.pdf,14554,"현행법원, 검찰, 경찰등사법기관이그기능을수행함에있어서 국민이부여한권한과책임에부응하지못하고있다는비판이지속적으로 의안 번호 14554 제안연월일: 2018. 7. 제 안 자: 국회운영위원장 - 2 - 제기되고있으므로법원․법조․경찰개혁, 검찰개혁등사법제도전반에 대한종합적이고체계적인개혁방안을마련하고, 관련법안의심사․처리 등을위하여국회내에「사법개혁특별위원회」를구성하려는것임.",,
42F401CF-1B54-63FE-39B0-77B9110578CB.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
4360451F-1DD4-1B03-C8B2-5FC182106B1A.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
438C41B2-6AB5-15C3-0957-4FC28E2C4621.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
450947CC-B8BE-0CC2-631E-B9DF32E65F96.pdf,2420,"해방이후경제개발과정에서고속도로, 철도등국가기간교통망은 경부축을중심으로우선건설한뒤, 호남축은경부축의일정지점에서 분기하여건설되어왔음. 이로인해호남축은10년이상늦게건설되 어상대적박탈감이매우크고, 최적의노선을따라건설할수없어 항상소요시간, 통행료, 운임등에있어많은불이익을감수해야만 했음. 호남고속철도사업역시이와같은전철을그대로밟고있음. 1987 년대통령선거공약으로처음제기된후논의만무성하다가2005년2 월25일국회에서의결한「호남고속철도조기착공촉구대정부건의 안」을계기로2006년기본계획이확정되었고, 공약이후무려28년만 인2015년4월2일비로소호남고속철도1단계사업구간(용산∼광주송 정)이개통되었음. 그마저도정부원칙에어긋난잘못된요금산정과 지나치게적은운행편수등불합리한운영으로인하여국민편익을 크게저해하고있는실정임. 이에 더해 호남고속철 2단계 사업구간(광주 송정～전남 목포)은 2011년확정된제2차국가철도망구축계획에반영되어2017년까지완 공하기로되어있으나무안국제공항경유문제로아직까지도최종노 - 3 - 선을확정하지못하고있음. 그러나국제공항과고속철도망의연결은세계적추세일뿐만아니 라, 호남선KTX의무안국제공항경유는지역민의여망임. 실제2010 년개통된경부고속철도2단계사업의경우, 사업비가1조3,612억원 이증가함에도불구하고지역민의요구를반영해13분이더소요되는 동대구～신경주～울산～부산으로건설된사례가있음. 또한호남선KTX의무안국제공항경유는국제공항에대한접근성 을획기적으로개선하여무안국제공항이용지역을전북과충청권까지 확대해공항활성화에도크게기여할것임. 무엇보다호남선KTX 2단계사업이계속지연될경우정부정책에 대한신뢰도저하와더불어지가상승등으로인한총사업비증가와 예산의반복적인미집행문제가발생할수있음. 따라서정부는국토교통부와전라남도등관계지방자치단체와의 합의를토대로무안국제공항을경유하는최종노선을조속히확정하고, 호남고속철도2단계사업이당초계획한대로완공되어낙후된전남 서·남부권경제를활성화시키고국가균형발전을도모할수있도록하 여야할것임. 아울러2016년1월폭설과강풍으로인한제주공항마비사태를계 기로목포～제주간해저터널을통한KTX 연결교통망구축의필요성 이새롭게제기되고있음. 당시정부와제주도, 한국공항공사등의노 력에도불구하고, 2박3일동안9만명이제주공항에발이묶였고, 그 이후로도안개·강풍등으로잦은결항이반복되는등기상이변이일상 - 4 - 화되고있어이에대한대안마련이절실해졌음. 또한, 도버해협해저터널이나일본세이칸터널의사례처럼, 목포～ 제주간해저터널이관광객의제주도체류를줄이지않을것이며오 히려대체교통수단의확보로관광객유인효과를증대시키고, 서울과 제주에편중되어있는외국관광객들을남부지방으로확산시키는등 국가균형발전에도크게기여할것임. 더구나세계최장의해저터널이될목포～제주간해저터널건설은 한국건설업의세계적위상을높여줄것이고, 해저터널을통해서울 ∼제주간KTX를개통하면한국의고속철도건설기술도세계적으로 인정받는계기가되어해외수주를견인하게될것임.",,
46065063-03F6-E2FD-71D5-C6ADB0C6C148.pdf,19208,"1. 대구지방환경청의영양AWP 풍력발전단지전략환경영향평가협의 에대한감사청구 의안 번호 19208 제안연월일: 2019. 3. 발 의 자: 환경노동위원장 - 2 - 정부의신·재생에너지비중확대목표를달성하기위해서는태양광 및풍력발전시설의증설이필요하며, 이를위해서는환경훼손을최소 화하면서신·재생에너지비중확대를위해노력해야함. 그럼에도불구하고대구지방환경청은경북영양군이협의요청한 영양AWP 풍력발전단지조성사업에대해2017년8월전략환경영향 평가협의부동의통보를하였음. 당초대구지방환경청은동풍력발전단지조성사업에대해조건부 동의를하기로내부방침을수립했음에도불구하고이후부동의결정 으로입장을수정하였는데, 환경부예규소급적용, 환경부본부의지 시등으로인해부동의결정이부적절하게이루어졌다는의혹이있음. 이와관련하여, 대구지방환경청의영양AWP 풍력발전단지전략환 경영향평가협의과정에대한감사원의감사를요구함. 2. 불법적인토석채취등을실시한바있는천우개발과경주시의유착 혐의에대한감사청구 경주건천읍송선리에위치한주식회사천우개발의경우토속채취 과정에서발생한비산먼지로지역주민들에게환경피해를입힌상황이 나, 경주시의관리감독이소홀히이루어지고있음. 또한, 대구지방환경청이천우개발의환경영향평가협의내용이행여 - 3 - 부를확인한결과, 환경영향평가상변경협의절차를거치지않았음에 도경주시가사전공사를할수있도록승인한것이불법임을지적하 고, 이에대한경주시의직무감사를요청한바있음. 이외에도, 천우개발이송선리, 단석로에보유하고있는아스콘공장 의이전, 설치의경우상수원보호구역상류의일정기간이내에공장 을설치할수없도록한현행「수도법」에위반되는소지가있으나, 경주시는이를가설건축물로보고허가하였음. 그뿐만아니라, 천우개발은당초허가받은송선리143번지부지이 외의지역에서무허가토석채취를하였으며, 이는경주시의내사를통 해서도확인되었으나, 경주시는증거불충분에의한혐의없음, 공소시 효만료등으로내사를종결하였음. 결과적으로, 수차례천우개발의불법행위가반복되고있으나, 이에 대한경주시의관리·감독이부실한상황이며, 확인된불법행위에대해 서도적절한조치를취하지않는점을감안할때, 경주시와천우개발 과의유착이우려되는실정이므로, 이에대한감사원의감사를요구 함. 3. 한국환경공단의농촌폐비닐재활용시설에대한감사청구 한국환경공단은한국자원순환컨소시엄에농촌폐비닐재활용처리를 위탁하고있는데, 한국자원순환컨소시엄에대한한국환경공단의관리· - 4 - 감독이소홀하다는문제가제기되고있음. 안성농촌폐비닐습식처리시설의경우5개월간정상가동일이29일 에불과하고, 폐수처리기준위반으로인해조업정지처분을받는등 사업의전과정에서문제점이발생하였음. 또한, 안성농촌폐비닐습식처리시설이원활하게가동되지않아동 시설에서처리해야하는폐비닐까지다른시설에서처리하고있으며, 이로인해해당시설에서근무하는근로자들은장시간노동에시달리 는등근무환경이열악한상황임. 이에따라, 한국자원순환컨소시엄및안성농촌폐비닐습식처리시설 문제를포함하여한국환경공단의농촌폐비닐재활용시설에대한감 사원의감사를요구함. 4. 대구물산업클러스터위탁운영기관선정과정의혹에대한감사청구 환경부는2018년6월대구물산업클러스터사업의원활한운영을 위해동사업의위탁운영기관으로한국환경공단을선정하였는데, 입찰 에참여한기관중한국환경공단은92.8점, 한국수자원공사는92.2점을 받아근소한차이로한국환경공단이선정되었음. 그런데, 평가당일명확한이유없이평가방식을상-중-하방식으로 변경하고회의록을작성하지않은등위탁운영기관선정과정에절차 상하자가있다는의혹이있음. - 5 - 이에, 대구물산업클러스터위탁운영기관선정과정과관련하여환경 부에대한감사원의감사를요구함.",,
46637321-E089-988E-5496-4706050FE206.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
46F03E92-5179-7900-D9BD-074FBF0B1BAF.pdf,,,,code=2: cannot remove file 'temp_ocr.png': Permission denied
