age,title,bill_id,bill_number,content,topic,topic_label
20,다문화가족지원법 일부개정법률안(대안),PRC_N2R0U0Y2B2P4E0K9E5K2Q2C1A9I7B1,2024919,대통령비서실 국가안보실 대통령경호처 헌법상대통령자문기구 국가안전보장회의 민주평화통일자문회의 국민경제자문회의 국가과학기술자문회의 감사원 국가정보원 방송통신위원회 특별감찰관 고위공직자범죄수사처 국가인권위원회 국무조정실 국무총리비서실 인사혁신처 법제처 식품의약품안전처 공정거래위원회 국민권익위원회 금융위원회 개인정보보호위원회 원자력안전위원회 기획재정부 국세청 관세청 조달청 통계청 교육부 과학기술정보통신부 우주항공청 외교부 재외동포청 통일부 법무부 검찰청 국방부 병무청 방위사업청 행정안전부 경찰청 소방청 국가보훈부 문화체육관광부 국가유산청 농림축산식품부 농촌진흥청 산림청 산업통상자원부 특허청 보건복지부 질병관리청 환경부 기상청 고용노동부 여성가족부 국토교통부 행정중심복합도시건설청 새만금개발청 해양수산부 해양경찰청 중소벤처기업부 상임위원회 법제사법위원회 정무위원회 기획재정위원회 교육위원회 과학기술정보방송통신위원회 외교통일위원회 국방위원회 행정안전위원회 문화체육관광위원회 농림축산식품해양수산위원회 산업통상자원중소벤처기업위원회 보건복지위원회 환경노동위원회 국토교통위원회 정보위원회 여성가족위원회 예산결산특별위원회 특별위원회 소위원회 법안심사소위 의안 법률안 예산안 동의안 승인안 결의안 건의안 규칙안 선출안 발의 제출 제안 제의 의결 부결 폐기 가결 채택 입법예고 공포 시행 개정 제정 폐지 일부개정 전부개정 헌법 민법 형법 상법 행정법 노동법 세법 환경법 정보통신법 금융법 보건의료법 교육법 문화예술법 농림법 건설법 해양법 김영란법 부정청탁금지법 공직자윤리법 정치자금법 공직선거법 전기통신사업법 개인정보보호법 국가유산수리기술위원회 부가가치세법 수입식품안전관리특별법 다문화가족지원법 인공지능 빅데이터 사물인터넷 클라우드 블록체인 메타버스 디지털플랫폼 전자정부 디지털전환 사이버보안 디지털뉴딜 스마트시티 디지털포용 온라인플랫폼 전자상거래 코로나19 감염병 백신 방역 사회적거리두기 재난지원금 기후변화 미세먼지 폐기물처리 재활용 순환경제 젠더평등 성희롱 성폭력 스토킹 가정폭력 디지털성범죄 청년정책 청년고용 청년주택 학자금대출 교육격차 국회 상임위원회 보고 방송사업자 다문화가족지원센터 다문화가족 가정폭력 피해자,3,"다문화가족지원법, 개인정보보호법, 부정청탁금지법, 전기통신사업법"
20,국민영양관리법 일부개정법률안(대안),PRC_F1K9M0L3L2J6L2J0E1Z4E4W3Z2F4B0,2019609,보건복지부 국민 식품섭취 식생활 국민 영양 식생활 조사 법률 실태조사 규정 조사 결과 공표 관계 기관 정보제공 의무 규정 추가 실태조사 조사 결과 관련 정책 연구 시행 보건복지부 영양사 영양사 국가시험 보건복지부 면허 영양사 국가시험 부정행위 제재 시행규칙 영양사 국가시험 공정 운영 엄격 영양사 자격 관리 영양사 국가시험 부정행위 제재 조치 규정 법률 부정행위 수험 정지 합격 무효 시험 응시자격 제한 법안 조항 개정 규정 시행 법률,6,"국민 영양 식생활 조사 법률, 식품섭취 실태조사 규정, 영양사 국가시험 시행규칙, 영양사 국가시험 부정행위 제재 조치 규정"
20,중소기업진흥에 관한 법률 일부개정법률안,PRC_O1K8O1F2W3R1G1H6J1F3B3C5Y7M5E3,2017956,법안 중소기업창업 진흥기금 결산 손실금 적립금 보전 적립금 부족 정부 보전 중소기업창업 진흥기금 정부 손실보전 규정 공익사업 손실 정부 보전 사업 기금 정적 운용 기금 재무건전성 악화 기금관리주체 도덕적 해이 방만 경영 중소기업창업 진흥기금 관리주체 중소기업진흥공단 기금 재무건전성 유지 법률 명시,34,"중소기업창업 진흥기금, 손실보전, 정부 보전, 재무건전성"
20,공직선거법 일부개정법률안,PRC_B2T0Q0H3L0J6A2P1F1F7O1M1C0L4R2,2024796,공직선거법 국회의원선거구획정위원회 제출 선거구획정 반영 제21대 국회의원선거 적용 국회의원지역선거구구역표 마련 선거구 획정 특례 선거구 변경 선거구 획정 지연 법률 원활 적용 어려운 부분 특례 경과조치 마련 제21대 국회의원선거 실시 법안 주요내용 제21대 국회의원선거 적용 국회의원지역선거구구역표 마련 국회 제시 국회의원선거구 획정 기준 반영 국회의원지역구획정 특례 마련 부칙 예비후보자 기탁금 반환 특례 자동 동보통신 방법 문자메시지 전송 경과조치 선거구 변경 선거구 획정 지연 부칙 마련 부칙,13,"공직선거법, 국회의원선거구획정, 제21대 국회의원선거, 선거구 획정 특례"
20,국가통합교통체계효율화법 일부개정법률안,PRC_B1C9L0O3A2X6C1I7E1Q4X2I2I2T4Y1,2019395,공공업무 위탁 위촉 민간인 형법 수뢰 제3자 뇌물제공 죄 적용 공무원 의제 처벌 국가교통위원회 국가교통체계 중요 심의 공적 업무 수행 민간위원 벌칙 적용 공무원 의제 조항 국가교통위원회 위원 공무원 위원 형법 적용 공무원 명시 법안 조항 개정,27,"국가교통위원회, 공무원 의제, 형법, 제3자 뇌물제공"
20,대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안,PRC_D1L6Q1G1O2W4B1C4G0D4U3G3P5Z6W2,2003976,공정거래위원회 자료 요청 협조 공정 대규모유통업 거래질서 확립 부처간 협력 법안,22,"공정거래위원회 자료 요청 협조, 대규모유통업 거래질서 확립, 부처간 협력, 공정"
20,장애인복지법 일부개정법률안(대안),PRC_Q1N7L0K7W1R7X1C2I0M0B0X6U5F5M7,2008876,장애인 이동성 제약 편의시설 부족 경제적 사정 이유 비장애인 비하여 관광활동 제약 법안 장애인 관광활동 활성화 근거규정 장애인 관광활동 근거규정 마련 법률 폐지 법률 삭제 법제명 개정사항 반영 조문 국민 정확 법률정보 제공 국가 지방자치단체 장애인 관광활동 시설 설비 환경 관광활동 노력 규정 마약류 관리 법률 개정,35,"장애인 이동성 제약 편의시설 부족, 장애인 관광활동 활성화, 국가 및 지방자치단체 장애인 관광활동 지원, 마약류 관리 법률 개정"
20,응급의료에 관한 법률 일부개정법률안(대안),PRC_Z1M8Z0O9U0Y6P1O3J1G8M0C0G8Q6O2,2016563,응급구조사 결격사유 정신질환자 범위 축소 응급의료 전용헬기 환자인계점 내표지 설치 법적 응급구조사 결격사유 정신질환자 정의 정신건강증진 정신질환자 복지서비스 지원 법률 정신질환자 변경 응급의료 전용헬기 환자인계점 내표지 설치 법적 자동심장충격기 의무설치 대상 선박 범위 선박법 부선 제외 의료기관 응급환자 이송업자 업무정지명령 과징금 상한액 현행 3억원 상향,12,"응급의료에 관한 법률, 정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률, 선박법, 응급구조사"
20,국가공무원법 일부개정법률안(대안),PRC_R1X9E0P6A2C6E1I7Q2O6U0Z2U0I5W8,2023990,인사행정 불합리 발생 우려 인사혁신처장 신고 공무원 징계 심사절차 개선 공정 투명 인사행정 실현 도모 내용 누구든지 위법 부당 인사행정 발생 우려 인사혁신처장 신고 불이익조치 인사혁신처장 공직후보자 공직 직무수행 전문분야 지식 기술 경험 정보 발굴 수집 관리 국가기관 정보 인사혁신처장 요청 제공 열람 공무원 임용 합리적 이유 성별 종교 사회적 신분 차별 임기제공무원 임기 육아휴직 임용권자 임용제청권자 의원면직 신청 공무원 비위 형사사건 기소 의원면직 허용 법안 조항 개정 시행,5,"인사행정 불합리 신고 공무원 징계 심사절차 개선, 공직후보자 정보 발굴 수집 관리 및 제공, 임기제공무원 육아휴직 및 의원면직, 공무원 비위 형사사건 기소 시 의원면직 허용"
20,세종특별자치시 설치 등에 관한 특별법 일부개정법률안,PRC_E1W8K0Z2Y2M8I1R4R5T6T1X1G9Q7W4,2012300,세종특별자치시 인구 증가 지역구 시의회의원 정수 시의회의원 선거 개정 논의 지역구 시의회의원 정수 증원,0,"세종특별자치시 시의회의원 선거, 지역구 시의회의원 정수 조정, 시의회의원 정수 증원, 인구 증가"
20,유류오염손해배상 보장법 일부개정법률안,ARC_D1Z8V0J7F3R1M1J6K2I1P0A3S8B7U9,2014694,국민생활 기업활동 밀접 신고 민원 처리절차 법령 규정 민원 투명 신속 처리 행정기관 적극행정 유도 보장계약 증명서 기재사항 변경신고 신고수리 신고인 통지 기간 신고수리 처리기간 연장 통지 신고 수리 간주 제도 도입 법안 조항 개정 규정 시행,42,"국민생활 기업활동 밀접 신고 민원 처리절차, 보장계약 증명서 기재사항 변경신고, 신고수리 처리기간 연장 통지, 신고 수리 간주 제도"
20,자동차관리법 일부개정법률안(대안),PRC_Z1J7W0T2J2K2A1P9C1Z4A1T5B5I9T9,2009686,자동차 교환 환불 분쟁해결 기준 제도 도입 자동차제작자등 품질보증 책임 강화 중고자동차 자동차성능·상태점검자 성능·상태점검 결과 보증 보험 가입 의무화 자동차소비자 권익 보호 제도 도입 대체부품 인증기관 행정처분 법적근거 마련 온라인 중고자동차 서비스 활성화 온라인 자동차 매매정보제공 서비스 제도화 임시운행허가계획서 목적 임시운행 임시운행허가증 임시운행허가번호판 부착 운행 자동차등록번호판 부착 봉인 위반자 300만원 과태료 부과 자동차번호판 위법행위 근절 자율주행자동차 시험운행 국토교통부장관 보고 자율주행자동차 시험운행 국토교통부장관 운행기록 운행 정보 보고 대체부품 인증기관 거짓 부정 방법 대체부품 인증기관 지정 취소 부정 방법 업무수행 성능 품질인증기준 부적합 대체부품 인증 불법 업무정지 법적근거 마련 자동차제작자등 국내 자동차자기인증 판매 자동차 교환 환불 요건 규정 자동차 전·하자심의위원회 하자차량소유자 자동차제작자등 신차 교환 환불 요구 자동차제작자등 하자차량소유자 교환 환불 중재 규정 수락 하자차량소유자 자동차 전·하자심의위원회 교환 환불 중재 신청 교환 환불중재 자동차성능·상태점검자 중고자동차 성능 상태 점검 촬영 성능 상태점검 내용 보증 책임 보험 가입 의무화 자동차매매업자 자동차 소유자 자동차 매입 인터넷 홈페이지 휴대전화 응용프로그램 자동차 매매정보 자동차매매업자 자동차 소유자 제공 시장 군수 구청장 등록 300만원 과태료 위반 임시운행허가계획서 목적 임시운행 임시운행허가증 임시운행허가번호판 부착 운행 처벌 법안 조항 폐지 제정 개정 규정 시행 법률 조례 의결 입법 공포,25,"자동차 교환 환불 분쟁해결 기준 제도 도입, 자동차 전·하자심의위원회, 대체부품 인증기관 행정처분 법적근거 마련, 온라인 중고자동차 서비스 활성화"
20,여객자동차 운수사업법 일부개정법률안,PRC_R1Z6O1D0D2Y1S1U7M3O0U4H4W0B1P9,2002815,영동고속도로 버스 사고 버스 내부 영상증거 사건 초기 원인 규명 현행법령 도시철도 철도 내부 촬영 영상기록장치 장착 의무화 대중교통수단 의무화 내부 촬영 영상기록장치 미설치 대중교통수단 사고 발생 증거자료 확보 어려움 원인 파악 시간 대중교통수단운영자 범죄 예방 교통사고 상황 파악 영상기록장치 장착 의무화 영상기록장치 장착 목적 목적 조작 영상기록 교통사고 조사 이용 제공 제한 영상기록장치 기록 영상 분실 도난 훼손 방지 지침 마련 영상기록장치 장착 개인 사생활 침해 최소화 법안,8,"대중교통수단 내부 영상기록장치 장착 의무화, 영상기록장치, 교통사고 조사, 개인 사생활 침해 최소화"
20,발명진흥법 일부개정법률안(대안),PRC_R1E7Y0J2S2A1N1G6U1A9U2W0T0V7X4,2005905,특허청 한국은행 지식재산권무역수지 산업재산권 무역 적자 외국환거래법 산업재산권 외국환거래 정보 제공 산업재산권 분쟁 기간 연장 정부 산업재산권 통계 지표 조사 분석 시책 특허청장 조사 분석 자료 요청 기획재정부장관 자료 제공 위원회 기간 연장 신청 피신청인 출석 요구 성립 법안 조항 개정 규정 시행 법률,4,"산업재산권 외국환거래 정보 제공, 산업재산권 분쟁 기간 연장, 정부 산업재산권 통계 지표 조사 분석 시책, 외국환거래법"
20,경제자유구역의 지정 및 운영에 관한 특별법 일부개정법률안(대안),PRC_C1I8K0S2Q2F0X1H0G0S0C2P4V4Z5A7,2012749,대통령비서실 국가안보실 대통령경호처 헌법상대통령자문기구 국가안전보장회의 민주평화통일자문회의 국민경제자문회의 국가과학기술자문회의 감사원 국가정보원 방송통신위원회 특별감찰관 고위공직자범죄수사처 국가인권위원회 국무조정실 국무총리비서실 인사혁신처 법제처 식품의약품안전처 공정거래위원회 국민권익위원회 금융위원회 개인정보보호위원회 원자력안전위원회 기획재정부 국세청 관세청 조달청 통계청 교육부 과학기술정보통신부 우주항공청 외교부 재외동포청 통일부 법무부 검찰청 국방부 병무청 방위사업청 행정안전부 경찰청 소방청 국가보훈부 문화체육관광부 국가유산청 농림축산식품부 농촌진흥청 산림청 산업통상자원부 특허청 보건복지부 질병관리청 환경부 기상청 고용노동부 여성가족부 국토교통부 행정중심복합도시건설청 새만금개발청 해양수산부 해양경찰청 중소벤처기업부 상임위원회 법제사법위원회 정무위원회 기획재정위원회 교육위원회 과학기술정보방송통신위원회 외교통일위원회 국방위원회 행정안전위원회 문화체육관광위원회 농림축산식품해양수산위원회 산업통상자원중소벤처기업위원회 보건복지위원회 환경노동위원회 국토교통위원회 정보위원회 여성가족위원회 예산결산특별위원회 특별위원회 소위원회 법안심사소위 의안 법률안 예산안 동의안 승인안 결의안 건의안 규칙안 선출안 발의 제출 제안 제의 의결 부결 폐기 가결 채택 입법예고 공포 시행 개정 제정 폐지 일부개정 전부개정 헌법 민법 형법 상법 행정법 노동법 세법 환경법 정보통신법 금융법 보건의료법 교육법 문화예술법 농림법 건설법 해양법 김영란법 부정청탁금지법 공직자윤리법 정치자금법 공직선거법 전기통신사업법 개인정보보호법 국가유산수리기술위원회 부가가치세법 수입식품안전관리특별법 다문화가족지원법 인공지능 빅데이터 사물인터넷 클라우드 블록체인 메타버스 디지털플랫폼 전자정부 디지털전환 사이버보안 디지털뉴딜 스마트시티 디지털포용 온라인플랫폼 전자상거래 코로나19 감염병 백신 방역 사회적거리두기 재난지원금 기후변화 미세먼지 폐기물처리 재활용 순환경제 젠더평등 성희롱 성폭력 스토킹 가정폭력 디지털성범죄 청년정책 청년고용 청년주택 학자금대출 교육격차 법안 조항 폐지 제정 개정 외국인투자기업 사용료 감면 혜택 편법 국내 투자 유치 고용 창출 해외 진출 국내복귀 지원 외국인 생활여건 외국인 전용 임대주택제도 실효성 폐지 경과조치 개발사업시행자 변경 승인 특례조항 적용 임대 공고 분양전환 해외진출기업 국내복귀 지원 법률 지원대상 국내복귀기업 외국인투자비율 수의계약 임대 매입 특수관계인 법률 경제자유구역 지정 운영 특별법 일부개정법률 부칙,49,"외국인투자기업, 국내복귀기업, 경제자유구역, 외국인투자"
20,산업현장 일학습병행 지원에 관한 법률안(대안),PRC_C1R9C0O3A2U2U1D2E4P3P3T8L8E9A9,2021751,청년 구직자 기업 일자리 숙련 미스매치 해소 신규입직자 직무능력 위해 국가 현장 도제식 교육훈련 우리나라 현실 도입 기업 일 교육훈련 병행 근로자 노동법령 권리 보장 기업 체계 교육훈련 핵심 인재 성장 기반 마련 고용정책심의회 일학습병행 고용노동부장관 지방자치단체 교육훈련기관 산업별 단체 노동단체 협조관계 유지 학습기업 일학습병행 구직자 연결 체계 구축 고용노동부장관 요건 충족 기업 직업능력개발훈련시설 일학습병행 교육훈련 학습기업 공동훈련센터 지정 학습기업 사업주 고용노동부장관 기준 교육훈련과정 개발 인정 학습기업 사업주 학습근로자 학습근로계약 체결 근로조건 명확 학습근로계약 종료 외부평가 합격 학습근로자 일반근로자 전환 학습근로자 일 교육훈련 병행 학습근로시간 한도 유사 동종 업무 종사 일반근로자 차별 학습기업 사업주 준수사항 학습근로자 준수사항 규정 충실 교육훈련 고용노동부장관 학습기업 사업주 학습근로자 교육훈련목표 달성 내부평가 외부평가 검증 평가 결과 종합 합격자 일학습병행 자격 부여 국가 지방자치단체 일학습병행 참여 사업주 교육훈련 기관 단체 학습근로자 지원 법안 조항 개정 규정 시행 법률 의결 입법 공포,26,"일학습병행, 학습근로자, 학습기업, 고용노동부장관"
20,생물다양성 보전 및 이용에 관한 법률 일부개정법률안,PRC_K1Q9X0W4C1D9I1A7K2D7F4K8D8K0W7,2019931,생물다양성 보전 국민 삶의 질 향상 국제협력 증진 생물다양성 보전 및 이용에 관한 법률 기후변화 서식지 파괴 외래종 침입 생물다양성 자연 인간 생태계서비스 감소 국제사회 생물다양성 생태계서비스 가치 정책 제도 국내 생태계서비스 가치 평가 정책 반영 미흡 생태계서비스 개념 정의 연구 기술개발 생물다양성 생태계 가치 평가 가치 정책 연계 국제사회 추세 대응 생태계서비스 증진 비용 보상 국민 자연혜택 지속가능 제공 법안 조항 생태계서비스 생태계 인간 공급서비스 조절서비스 문화서비스 지지서비스 분류 정부 생태계서비스 측정 가치 변화 평가 조항 국가 지방자치단체 생태？경관보전지역 습지보호지역 자연공원 야생생물(특별)보호구역 생태계서비스 보전 증진 생태계서비스 공급자 관리자 생태계서비스 보전 증진 활동 보상 조항 국가 지방자치단체 생태계서비스 가치평가 연구 기술개발 국가 생태계서비스 측정 평가 사업 국고보조 개정,10,"생물다양성 보전 및 이용에 관한 법률, 생태계서비스, 가치평가, 국고보조"
20,국민여가활성화기본법 일부개정법률안,PRC_Y1N6Z0R8Z1M8T0H9H4U0R5F0J8A5M4,2001635,국민여가활성화기본법 제정 법적 국민 여가 삶 보장 법안 대다수 직장인 법적 보장 휴가 향유 세계적 여행사 익스피디아 발표 2015 유급휴가 국제비교 조사 한국 법정 휴가 15일 6일 사용 휴가일수 휴가 사용율 2년 연속 꼴찌 기록 휴가 삶 개선 여가 삶 요원 문제 통계청 인가 공식통계 직장인 휴가 사용 통계 휴가사용 실태 알 상태 국가 지방자치단체 직장인 휴가 사용실태 조사 휴가 사용 촉진 대책 의무 부과 국민 여가 삶 보장,24,"국민여가활성화기본법, 유급휴가, 휴가사용촉진, 휴가사용실태조사"
20,수산자원관리법 일부개정법률안,PRC_N1W8J1E2F2R7T1B8T0H2G3F9I5W8L1,2017826,수산자원 번식보호 위하여 포획 채취 금지기간 정할 수 있도록 연구조사 위하여 금지조항 적용 예외로 하도록 하지만 예외조항 악용 금지 수산자원 이용 거래 경우 반복 연어 금어기간 10 11월 해당기간 위판량 연간 거래량 대부분 차지 예외조항 이용 포획 채취 연구 등 한정 이용 법률 위반 위판 상황 포획 채취 허가 거짓 부정 방법 받거나 허가조건 위반 경우 허가 취소 금어기 수산자원 보호대책 실효성 높이려는 법안,32,"수산자원 번식보호, 포획 채취 금지기간, 금어기, 허가 취소"
