age,title,bill_id,bill_number,content,topic,topic_label
20,유류오염손해배상 보장법 일부개정법률안,ARC_D1Z8V0J7F3R1M1J6K2I1P0A3S8B7U9,2014694,국민생활 기업활동 관련 신고 민원 처리절차 법령 명확 규정 민원 투명 신속 처리 일선 행정기관 적극행정 유도 보장계약 증명서 기재사항 변경신고 3일 이내 신고수리 여부 신고인 통지 미통지 신고 수리 간주 제도 도입,19,"신고, 보장계약, 증명서, 처리"
20,자동차관리법 일부개정법률안(대안),PRC_Z1J7W0T2J2K2A1P9C1Z4A1T5B5I9T9,2009686,자동차 교환 환불 분쟁해결 기준 제도 도입 자동차제작자 품질보증 책임 강화 중고자동차 자동차성능상태점검자 성능상태점검 결과 보증 보험 가입 의무화 자동차소비자 권익 보호 제도 도입 대체부품 인증기관 행정처분 법적 근거 마련 온라인 중고자동차 서비스 활성화 온라인 자동차매매정보제공 서비스 제도화 임시운행허가계획서 목적 외 임시운행 임시운행허가증 임시운행허가번호판 미부착 운행 자동차등록번호판 부착 봉인 위반 300만원 이하 과태료 부과 자동차번호판 위법행위 근절 자율주행자동차 시험운행 관리 운행 정보 국토교통부장관 보고 자율주행자동차 시험운행 운행기록 운행 정보 국토교통부장관 보고 대체부품 인증기관 거짓 부정 지정 취소 부정 업무수행 성능 품질인증기준 부적합 대체부품 인증 불법 운영 업무정지 법적 근거 마련 자동차제작자 국내 자동차자기인증 판매 자동차 교환 환불 요건 규정 자동차 하자심의위원회 하자차량소유자 자동차제작자 신차 교환 환불 요구 자동차제작자 하자차량소유자 교환 환불 중재 규정 수락 하자차량소유자 자동차 하자심의위원회 교환 환불 중재 신청 교환 환불 중재 진행 자동차성능상태점검자 중고자동차 성능상태 점검 촬영 성능상태점검 내용 보증 책임 보험 가입 의무화 자동차매매업자 자동차 소유자 자동차 매입 인터넷 홈페이지 휴대전화 응용프로그램 자동차매매정보 자동차매매업자 자동차 소유자 제공 시장 군수 구청장 등록 300만원 이하 과태료 임시운행허가계획서 목적 외 임시운행 임시운행허가증 임시운행허가번호판 미부착 운행 처벌,20,"자동차, 과태료, 임시운행, 중고자동차"
20,여객자동차 운수사업법 일부개정법률안,PRC_R1Z6O1D0D2Y1S1U7M3O0U4H4W0B1P9,2002815,영동고속도로 버스 사고 영상증거 미확보 원인규명 지연 현행법령 도시철도 철도 영상기록장치 장착 의무화 타 대중교통수단 미의무화 영상기록장치 미설치 대중교통수단 사고 증거자료 확보 어려움 원인 파악 지연 대중교통수단운영자 범죄 예방 교통사고 상황 파악 영상기록장치 장착 의무화 영상기록장치 조작 금지 교통사고 조사 영상기록 이용 제공 제한 영상기록 분실 도난 훼손 방지 운영 관리 지침 마련 개인 사생활 침해 최소화,21,"영상기록장치, 대중교통수단, 교통사고, 장착"
20,발명진흥법 일부개정법률안(대안),PRC_R1E7Y0J2S2A1N1G6U1A9U2W0T0V7X4,2005905,특허청 한국은행 공동 개발 지식재산권무역수지 활용 산업재산권 무역 적자 정책 대응 외국환거래법 산업재산권 관련 외국환거래 정보 제공 산업재산권 분쟁 장기화 3개월 기간 연장 정부 산업재산권 통계 지표 조사 분석 관련 시책 수립 추진 특허청장 자료 요청 기획재정부장관 자료 제공 위원회 상당 사유 1개월 단위 3회 기간 연장 신청 피신청인 성실 응답 당사자 일방 정당 사유 불출석 2회 불성립,23,"산업재산권, 조정, 특허청, 조정기간"
20,경제자유구역의 지정 및 운영에 관한 특별법 일부개정법률안(대안),PRC_C1I8K0S2Q2F0X1H0G0S0C2P4V4Z5A7,2012749,경제자유구역 외국인투자기업 국공유재산 사용료 대부료 감면 국내기업 형식적 외국인투자기업 설립 편법적 지원 사례 적발 지원 요건 강화 필요 경제자유구역 활성화 국내 투자유치 고용창출 효과 제고 해외진출 국내기업 국내복귀 경제자유구역 입주 지원혜택 확대 필요 해외진출 국내기업 국내복귀 경제자유구역 입주 외국인투자기업 지원 외국인 전용 임대주택제도 폐지 실효성 미흡 2016년 폐지 경과조치 규정 개발사업시행자 폐지전 규정 적용 변경 승인 특례조항 미적용 임대공고 1년 이상 임대 미분양 분양전환 근거 마련 해외진출기업 국내복귀 지원 법률 지원대상 선정 기업 국내복귀기업 정의 외국인투자기업 국공유재산 임대 사용료 감면 외국인투자비율 유지 국내복귀기업 사용료 감면 외국인투자기업 수의계약 국공유재산 임대 매입 임대기간 매각 후 5년 외국인투자비율 유지 국내복귀기업 사용료 감면 특수관계인 제공 외국인투자기업 지원대상 제외 외국인 전용 임대주택제도 폐지 외국인 전용 임대주택 건설용지 공급계획 개발계획 실시계획 변경승인 종전 규정 적용대상 제외 임대공고 1년 이상 임대 외국인 전용 임대주택 개발사업시행자 분양전환,24,"외국인투자기업, 국내복귀기업, 경제자유구역, 지원"
20,산업현장 일학습병행 지원에 관한 법률안(대안),PRC_C1R9C0O3A2U2U1D2E4P3P3T8L8E9A9,2021751,청년 구직자 기업 일자리 숙련 미스매치 해소 신규입직자 직무능력 강화 현장 기반 도제식 교육훈련 도입 기업 일 교육훈련 병행 근로자 노동법령 권리 보장 기업 체계 교육훈련 핵심 인재 성장 기반 마련 고용정책심의회 일학습병행 추진계획 수립 심의 정책 기능 수행 고용노동부장관 지방자치단체 지역 교육훈련기관 산업별 단체 노동단체 긴밀 협조관계 유지 학습기업 일학습병행 희망 구직자 연결 체계 구축 고용노동부장관 일정 요건 충족 기업 직업능력개발훈련시설 일학습병행 교육훈련 학습기업 공동훈련센터 지정 학습기업 사업주 고용노동부장관 기준 교육훈련과정 개발 인정 학습기업 사업주 학습근로자 학습근로계약 체결 근로조건 명확 학습근로계약 종료 외부평가 합격 학습근로자 일반근로자 전환 학습근로자 일 교육훈련 병행 학습근로시간 한도 유사 동종 업무 종사 일반근로자 차별 금지 학습기업 사업주 준수사항 학습근로자 준수사항 규정 충실 교육훈련 고용노동부장관 학습기업 사업주 학습근로자 교육훈련목표 달성 내부평가 외부평가 검증 평가 결과 종합 합격자 일학습병행 자격 부여 국가 지방자치단체 일학습병행 참여 사업주 교육훈련 기관 단체 학습근로자 필요 지원,22,"일학습병행, 학습근로자, 학습기업, 교육훈련"
20,생물다양성 보전 및 이용에 관한 법률 일부개정법률안,PRC_K1Q9X0W4C1D9I1A7K2D7F4K8D8K0W7,2019931,생물다양성 보전 생물다양성협약 이행 국민 삶의 질 향상 국제협력 증진 생물다양성 보전 및 이용 법률 제정 기후변화 서식지 파괴 외래종 침입 생물다양성 저하 생태계서비스 감소 국제사회 생태계서비스 가치 정책 제도 마련 국내 생태계서비스 가치 평가 정책 반영 미흡 생태계서비스 개념 정의 연구 기술개발 생물다양성 생태계 가치 평가 정책 연계 국제사회 추세 대응 생태계서비스 증진 비용 보상 국민 자연혜택 지속가능 제공 생태계서비스 공급서비스 조절서비스 문화서비스 지지서비스 분류 정부 생태계서비스 측정 가치 변화 평가 국가 지방자치단체 생태 경관보전지역 습지보호지역 자연공원 야생생물 특별보호구역 생태계서비스 보전 증진 생태계서비스 공급자 관리자 생태계서비스 보전 증진 활동 보상 국가 지방자치단체 생태계서비스 가치평가 연구 기술개발 국가 생태계서비스 측정 평가 사업 국고보조,25,"생태계서비스, 생물다양성, 가치평가, 보전"
20,국민여가활성화기본법 일부개정법률안,PRC_Y1N6Z0R8Z1M8T0H9H4U0R5F0J8A5M4,2001635,19대 국회 국민여가활성화기본법 제정 국민 여가 삶 법적 기반 마련 직장인 법정 휴가 향유 익스피디아 2015년 유급휴가 국제비교 조사대상 26개국 한국 법정 휴가 15일 6일 사용 휴가일수 휴가 사용율 2년 연속 꼴찌 휴가 없는 삶 개선 여가 삶 요원 통계청 인가 공식통계 직장인 휴가 사용 통계 부재 휴가사용 실태 파악 불가 국가 지방자치단체 직장인 휴가 사용실태 조사 휴가 사용 촉진 대책 수립 시행 의무 부과 국민 여가 삶 실질적 보장,26,"여가, 휴가, 국민, 직장인"
20,수산자원관리법 일부개정법률안,PRC_N1W8J1E2F2R7T1B8T0H2G3F9I5W8L1,2017826,수산자원 번식보호 포획 채취 금지기간 연구조사 금지조항 예외 예외조항 악용 금지 수산자원 이용 거래 연어 금어기간 10월 11월 위판량 연간 거래량 예외조항 이용 포획 채취 연구 법률 위반 위판 포획 채취 허가 거짓 부정 방법 허가조건 위반 허가 취소 금어기 수산자원 보호대책 실효성,27,"수산자원, 포획·채취, 금어기, 허가"
20,비료관리법 일부개정법률안(대안),PRC_K1O9Q0D4E0N5Y1K4T1E3C5L4L9P5T9,2024008,비료공정규격심의회 폐지 전문가 자문 대체 행정 예산 낭비 개선 책임행정 강화 효율성 전문성 제고 농지 유해 원료 비료 유통 공급 증가 농업환경 보호 농가피해 최소화 부정 불량 비료 생산 수입 유통 사전 예방 관리 감독 체계 마련 비료생산업자 비료수입업자 휴업 신고 시장 군수 구청장 행정제재처분 회피 영업 양도 방지 행정제재처분 효과 양수인 승계 제도 운영 미비점 개선 보완 무상 유통 공급 비료 관리 감독 강화 농지 유해 원료 비료 무상 유통 공급 무단 투기 토양오염 작물피해 공정규격 준수 신고 대상 비료수입업 범위 무상 유통 공급 추가 비료공정규격 설정 변경 책임행정 강화 효율성 전문성 제고 비료공정규격심의회 폐지 전문가 자문 대체 위해성 비료 원료 수입 제한 범위 확대 토양환경 식물 위해 우려 유기질비료 부산물비료 수입 제한 검사 위해성 우려 비료 원료 수입 제한 위해성 검사 수입 비료 중금속 병해충 유입 차단 비료생산업자 비료수입업자 휴업 신고 장기 영업 중단 생산시설 비료 창고 방치 환경오염 우려 비료생산업자 비료수입업자 영업 현황 관리 감독 6개월 이상 휴업 신고 시장 군수 구청장 비료 거짓 과대광고 금지 비료 성분 효과 거짓 과장 부당이득 방지 거짓광고 과대광고 금지 위반 2년 이하 징역 2천만원 이하 벌금 행정제재처분 효과 승계 제도 도입 비료생산업자 비료수입업자 등록취소 영업정지 행정제재처분 영업 양도 법인 합병 행정제재처분 면탈 해결 행정제재처분 효과 처분기간 만료 1년 상속인 양수인 합병 법인 승계 비료생산업 등록 제한 폐지 비료생산업 등록 필요 시설 등록기준 삭제,28,"비료, 비료생산업자, 비료수입업자, 행정제재처분"
20,국회의원수당 등에 관한 법률 일부개정법률안(대안),PRC_G1E7J0D2O2K2M1S0U0E0G2O7C6G1Q4,2005889,국회의원 윤리 책임 기대수준 증가 친인척 보좌직원 채용 제한 규정 필요성 제기 배우자 4촌 이내 혈족 인척 보좌직원 임용 금지 국무총리 국무위원 겸직 의원 입법활동비 특별활동비 지급 금지 장애인복지법 신체 장애 배우자 4촌 이내 혈족 인척 보좌 필요 예외적 보좌직원 임용 허용 신체 장애 배우자 4촌 이내 혈족 인척 보좌직원 임용요청 8촌 이내 혈족 보좌직원 임용요청 국회사무총장 신고 국회사무총장 보좌직원 채용 신고사항 국회공보 공개,29,"국회의원, 보좌직원, 임용, 혈족·인척"
20,사법경찰관리의 직무를 수행할 자와 그 직무범위에 관한 법률 일부개정법률안,PRC_I1Z8B0J2U2D0Y1W5P2D7D4I0R6D8S1,2012040,대기업 공공기관 중소벤처기업 특허침해 기술탈취 제4차 산업혁명 걸림돌 범정부적 과제 특허 영업비밀 무단사용 유출 디자인 모방 중소벤처기업 피해 시장질서 교란행위 적극 수사 대응 현행법 특허청 지방자치단체 부정경쟁행위 상표권 전용사용권 침해 단속 공무원 사법경찰관리 직무수행 권한 부여 특허침해 영업비밀 사용 유출 상품형태 모방 디자인권 침해 규정 시급 중소벤처기업 특허 영업비밀 디자인권 침해행위 수사 기술 전문성 초동수사 신중 특허청 국가공무원 기술 디자인 전문성 특허 영업비밀 디자인권 침해행위 단속 사법경찰관리 직무수행 권한 부여 필요성 특허법 특허권 전용실시권 침해행위 디자인보호법 디자인권 전용실시권 침해행위 상품형태 모방행위 부정경쟁방지 영업비밀보호 법률 부정경쟁행위 영업비밀 취득 사용 누설행위 적절 대처 예방 특허권 디자인권 전용실시권 침해 상품형태 모방 영업비밀 취득 사용 누설 단속 특허청 공무원 사법경찰관리 직무수행 권한 부여,31,"사법경찰관리, 특허청, 침해행위, 영업비밀"
20,정부보관금에 관한 법률 일부개정법률안(대안),PRC_G1W9S1G1T2K8G1G9Q4X6B5V0C8H6Y8,2024761,정부보관금 환급청구권 소멸시효 10년 연장 정부보관금 환급청구권자 환급청구권 소멸시효 완성 전 통지,30,"정부보관금, 환급청구권, 소멸시효, 환급"
20,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안(대안),PRC_E1N7K1O1Y3O0Q2E0U0C5S0L8M0A1A0,2010947,4·19 혁명공로자 보상금 수당 변경 공헌 적정수준 인상 형법 약취 유인 인신매매 범죄 금고 1년 이상 실형 확정 적용대상 제외 결혼 목적 약취 유인 인신매매 수수 은닉 적용대상 배제,43,"4·19혁명공로자, 보상금, 적용대상, 형법"
20,대통령직 인수에 관한 법률 일부개정법률안,PRC_W1E6X0V9V0P6I1G0T2Y2T5J1P8Y1G0,2002156,대통령당선인 대통령직 원활 인수 대통령 임기 시작 전 국무총리 국무위원 후보자 지명 대통령당선인 정부 인사 자료 시스템 활용 법적 근거 부재 공직후보자 사전검증 업무 지원 기관 부재 체계적 지원 새 정부 적합 인사 선정 어려움 대통령당선인 국무총리 국무위원 후보자 지명 필요 정부 인사기록 인사관리시스템 열람 활용 대통령직인수위원회 새 정부 국무총리 국무위원 후보자 검증 업무 담당,32,"대통령당선인, 국무총리, 국무위원, 대통령직인수위원회"
