"age","title","bill_id","bill_number","content","cluster","keywords"
20,"다문화가족지원법 일부개정법률안(대안)","PRC_N2R0U0Y2B2P4E0K9E5K2Q2C1A9I7B1",2024919,"기본계획에 대한 국회의 기능을 강화하고 다문화가족지원센터의 기능을 명확히 하며 홍보영상 송출 사업자를 확대하고자 함. 대안의 주요내용 가. 기본계획을 국회 소관상임위원회에 보고(안 제3조의2) 나. 비상업적 공익광고 편성비율의 범위에서 홍보영상 송출을 요청할 수 있는 사업자를 지상파방송사업자에서 방송사업자로 확대(안 제5조) 다. 다문화가족지원센터의 업무에 다문화가족 내 가정폭력 방지 및 피해자 연계지원을 포함(안 제12조)",7,"사업자를, 기능을, 기능을 강화하고, 포함"
20,"국민영양관리법 일부개정법률안(대안)","PRC_F1K9M0L3L2J6L2J0E1Z4E4W3Z2F4B0",2019609,"현행법은 보건복지부장관이 국민의 식품섭취·식생활 등에 관한 국민 영양 및 식생활 조사를 정기적으로 실시하도록 규정하고 있으며 현행법을 포함한 보건복지부 소관 법률 상당수가 실태조사에 관한 사항을 규정하고 있음. 그런데 그 중 일부 법률은 실태조사 시기를 하위 법령에 위임하는 등 개별 법률마다 실태조사 관련 규정 체계가 상이하며 조사 결과의 공표 및 관계 기관의 정보제공의무 등에 대한 근거규정이 미비한 경우가 있어 이에 대한 정비가 필요함. 이에 실태조사의 시기를 법률에 상향하여 규정하고 조사 결과의 공표 및 관계 기관의 정보제공의무와 관련된 규정을 추가함으로써 실태조사가 원활하게 수행되고 조사 결과가 관련 정책 및 연구의 시행에 폭넓게 활용되는 데에 이바지하려는 것임(안 제13조). 또한 현행법은 영양사가 되고자 하는 사람은 영양사 국가시험에 합격한 후 보건복지부장관의 면허를 받도록 규정하면서 영양사 국가시험의 부정행위에 대한 제재에 관해서는 시행규칙에서 정하고 있음. 이에 영양사 국가시험의 공정한 운영과 엄격한 영양사 자격 관리를 위해서 영양사 국가시험 부정행위 시 제재 조치에 관한 규정을 법률에 상향하여 규정하고 부정행위로 인하여 수험이 정지되거나 합격이 무효가 된 자에 대하여 이후의 시험 응시자격을 제한할 수 있도록 하려는 것임(안 제15조의2 신설).",1,"영양사, 조사, 규정하고, 조사 결과의"
20,"중소기업진흥에 관한 법률 일부개정법률안","PRC_O1K8O1F2W3R1G1H6J1F3B3C5Y7M5E3",2017956,"현행법은 중소기업창업 및 진흥기금을 결산하여 손실금이 생긴 때에는 적립금으로 보전하고 적립금이 부족한 때에는 정부가 보전하도록 하고 있음. 중소기업창업 및 진흥기금에 대한 정부의 손실보전 규정은 공익사업의 수행과정에서 발생하는 손실을 정부가 보전함으로써 사업의 원활한 추진 및 기금의 안정적 운용을 도모하는 측면도 있으나 기금의 재무건전성을 악화시키고 기금관리주체의 도덕적 해이와 방만한 경영을 초래할 수 있음. 이에 중소기업창업 및 진흥기금의 관리주체인 중소기업진흥공단은 기금의 재무건전성을 유지하기 위하여 노력하여야 함을 법률에 명시하려는 것임(안 제66조제6항 신설).",1,"정부가, 때에는, 초래할, 안정적"
20,"공직선거법 일부개정법률안","PRC_B2T0Q0H3L0J6A2P1F1F7O1M1C0L4R2",2024796,"「공직선거법」제24조의2제3항에 따라 국회의원선거구획정위원회가 제출한 선거구획정안을 반영하여 제21대 국회의원선거에 적용할 국회의원지역선거구구역표를 마련하고 선거구 획정에 관한 특례 및 선거구가 변경되거나 선거구 획정이 지연됨에 따라 현행법의 원활한 적용이 어려운 부분에 대한 특례 경과조치를 마련함으로써 제21대 국회의원선거가 차질 없이 실시될 수 있도록 하려는 것임. 주요내용 가. 제21대 국회의원선거에 적용할 국회의원지역선거구구역표를 마련함(안 별표 1). 나. 국회에서 제시한 국회의원선거구 획정 기준을 반영하여 국회의원지역구획정에 관한 특례를 마련함(안 부칙 제2조). 다. 예비후보자의 기탁금 반환에 관한 특례 자동 동보통신의 방법에 따른 문자메시지 전송에 관한 경과조치 등 선거구가 변경되거나 선거구 획정이 지연됨에 따라 필요한 부칙을 마련함(안 부칙 제3조부터 제12조).",7,"특례, 마련함, 적용할, 관한 특례"
20,"국가통합교통체계효율화법 일부개정법률안","PRC_B1C9L0O3A2X6C1I7E1Q4X2I2I2T4Y1",2019395,"일반적으로 공공업무를 위탁？위촉받은 민간인에 대하여 「형법」상 수뢰 제3자 뇌물제공 등의 죄를 적용할 때에는 공무원으로 의제하여 처벌하도록 규정하고 있음. 그런데 현행법상 국가교통위원회는 국가교통체계에 관한 중요 정책 등을 심의하는 공적 업무를 수행하고 있음에도 불구하고 같은 위원회의 민간위원에 대하여 벌칙을 적용하는 경우 공무원으로 의제하는 조항은 두고 있지 아니함. 이에 국가교통위원회의 위원 중 공무원이 아닌 위원의 경우에도 「형법」 제129조부터 제132조까지를 적용할 때에는 공무원으로 보도록 명시하려는 것임(안 제120조제3호의2 신설).",7,"공무원으로, 적용할 때에는, 때에는 공무원으로, 형법"
20,"대규모유통업에서의 거래 공정화에 관한 법률 일부개정법률안","PRC_D1L6Q1G1O2W4B1C4G0D4U3G3P5Z6W2",2003976,"현행법은 공정거래위원회가 관계 행정기관의 장에게 필요한 조사를 의뢰하거나 필요한 자료를 요청할 수 있도록 하고 있는데 관계행정기관의 장으로 하여금 특별한 사유가 없는 한 이에 협조하도록 하여 공정한 대규모유통업 거래질서 확립을 위한 부처간 협력을 촉진하려는 것임(안 제37조제4항 신설).",7,"행정기관의 장에게, 협력을, 이에 협조하도록, 특별한 사유가"
20,"장애인복지법 일부개정법률안(대안)","PRC_Q1N7L0K7W1R7X1C2I0M0B0X6U5F5M7",2008876,"장애인은 이동성의 제약 편의시설의 부족 경제적 사정 등의 이유로 비장애인에 비하여 관광활동에 많은 제약이 있으나 현행법은 장애인의 관광활동 활성화에 대한 근거규정이 없으므로 장애인의 관광활동 지원에 대한 근거규정을 마련하고자 함. 또한 동 법은 현행법이 아닌 종전의 법률을 인용하고 있는 등 현재의 법체계와 맞지 않는 측면이 있으므로 폐지 법률 삭제 법제명 개정사항 반영 등의 조문정비를 통하여 국민들에게 정확한 법률정보를 제공하고자 함. 주요내용 가. 국가와 지방자치단체가 장애인의 관광활동과 관련한 시설ㆍ설비 및 그 밖의 환경을 정비하고 관광활동의 지원을 위해 노력하도록 규정(안 제28조). 나. 종전의 법률인 「마약법」 「대마관리법」 「향정신성의약품 관리법」을 인용하고 있는 부분을 「마약류 관리에 관한 법률」로 개정하는 등 인용조문을 정비(안 제74조제1항제4호).",1,"장애인의, 인용하고 있는, 인용하고, 종전의"
20,"응급의료에 관한 법률 일부개정법률안(대안)","PRC_Z1M8Z0O9U0Y6P1O3J1G8M0C0G8Q6O2",2016563,"1. 응급구조사의 결격사유 중 하나인 ‘정신질환자’의 범위를 축소하고 응급의료 전용헬기 환자인계점 안내표지 설치의 법적 근거를 마련하며 자동심장충격기 의무설치 대상 선박의 범위를 합리적으로 조정하는 한편 의료기관이나 응급환자 이송업자에 대하여 업무정지명령에 갈음하여 부과하는 과징금의 상한액을 상향 조정하려는 것임. 2. 주요내용 가. 응급구조사의 결격사유 중 하나인 ‘정신질환자’의 정의를 「(구)정신보건법」 제3조제1호에 따른 정신질환자에서 「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」 제3조제1호에 따른 정신질환자로 변경함(안 제37조제1호). 나. 응급의료 전용헬기 환자인계점 안내표지 설치의 법적 근거를 마련함(안 제46조의3제2항). 다. 자동심장충격기 의무설치 대상 선박 범위에서 「선박법」 제1조의2제1항제3호에 따른 부선을 제외함(안 제47조의2제1항제5호). 라. 의료기관이나 응급환자 이송업자에 대하여 업무정지명령에 갈음하여 부과하는 과징금의 상한액을 현행 5천만원에서 3억원으로 상향 조정함(안 제57조제1항).",3,"정신질환자, 응급환자, 상한액을, 자동심장충격기"
20,"국가공무원법 일부개정법률안(대안)","PRC_R1X9E0P6A2C6E1I7Q2O6U0Z2U0I5W8",2023990,"불합리한 인사행정 운영이 발생하거나 발생할 우려가 있는 경우 인사혁신처장 등에게 신고할 수 있도록 하며 공무원 징계 심사절차를 개선하는 등 보다 공정하고 투명한 인사행정 실현을 도모하려는 것임. 주요 내용 가. 누구든지 위법 또는 부당한 인사행정이 발생하거나 발생할 우려가 있는 경우에는 인사혁신처장 등에게 신고할 수 있도록 하고 해당 신고를 이유로 불이익조치를 받지 아니하도록 함(안 제17조의2 신설). 나. 인사혁신처장은 공직후보자 외에 공직에서의 직무수행과 관련된 전문분야의 지식ㆍ기술ㆍ경험 등을 보유하고 있는 사람의 정보를 발굴ㆍ수집 및 관리할 수 있도록 하고 국가기관의 장 등은 공직후보자 등에 관한 정보를 인사혁신처장에게 요청하여 제공받거나 직접 열람할 수 있도록 함(안 제19조의3). 다. 공무원 임용 시 합리적인 이유 없이 성별 종교 사회적 신분 등을 이유로 차별하지 못하도록 함(안 제26조의6 신설). 라. 임기제공무원의 경우에도 남은 임기에 관계없이 육아휴직을 할 수 있도록 함(안 제71조제3항 후단 삭제). 마. 임용권자나 임용제청권자는 의원면직을 신청한 공무원이 비위와 관련하여 형사사건으로 기소된 때 등의 경우에 의원면직을 허용하지 못하도록 함(안 제78조의4).",2,"의원면직을, 이유로, 우려가 있는, 못하도록"
20,"세종특별자치시 설치 등에 관한 특별법 일부개정법률안","PRC_E1W8K0Z2Y2M8I1R4R5T6T1X1G9Q7W4",2012300,"2018년 6월 13일 실시되는 전국동시지방선거를 앞두고 세종특별자치시의 인구 증가 추이를 감안하여 지역구 시의회의원 정수를 합리적으로 조정하여 시의회의원 선거가 원활하게 실시될 수 있도록 하려는 것임(안 제19조제2항). 2018년 6월 13일 이후의 지방선거 실시를 위한 다음 개정 논의 시에는 지역구 시의회의원 정수를 19명까지 증원하는 방향으로 논의하기로 함.",9,"정수를, 시에는, 이후의, 인구"
20,"유류오염손해배상 보장법 일부개정법률안","ARC_D1Z8V0J7F3R1M1J6K2I1P0A3S8B7U9",2014694,"국민생활 및 기업활동과 밀접하게 관련되어 있는 신고 민원의 처리절차를 법령에서 명확하게 규정함으로써 관련 민원의 투명하고 신속한 처리와 일선 행정기관의 적극행정을 유도하기 위하여 보장계약 증명서 기재사항의 변경신고를 받은 경우 3일 이내에 신고수리 여부를 신고인에게 통지하도록 하고 그 기간 내에 신고수리 여부나 처리기간의 연장을 통지하지 아니한 경우에는 신고를 수리한 것으로 간주(看做)하는 제도를 도입하려는 것임.",7,"신고수리, 민원의, 이내에 신고수리, 신고수리 여부를"
20,"자동차관리법 일부개정법률안(대안)","PRC_Z1J7W0T2J2K2A1P9C1Z4A1T5B5I9T9",2009686,"우리나라에서도 자동차의 교환 또는 환불 등과 관련한 분쟁해결을 위한 기준과 제도를 도입하여 자동차제작자등의 품질보증 책임을 강화하는 한편 중고자동차와 관련하여 자동차성능·상태점검자에게 성능·상태점검 결과에 대하여 보증하기 위한 보험 가입을 의무화하여 자동차소비자 권익 보호를 위한 제도를 도입하려는 것임. 또한 대체부품 인증기관에 대한 행정처분의 법적근거를 마련하며 온라인을 활용한 다양한 중고자동차 관련 서비스를 활성화하기 위하여 온라인 자동차 매매정보제공 서비스를 제도화하려는 것임. 한편 임시운행허가계획서에 제출된 목적과 다른 목적으로 임시운행을 하거나 임시운행허가증 및 임시운행허가번호판을 부착하지 아니하고 운행한 자 자동차등록번호판의 부착 및 봉인과 관련한 위반자들에 대하여 300만원 이하의 과태료를 부과하도록 하여 자동차번호판과 관련된 위법행위를 근절하고 자율주행자동차의 시험운행을 안전하게 관리하기 위하여 운행에 관한 정보 등을 국토교통부장관에게 보고하도록 하려는 것임. ■ 주요내용 가. 자율주행자동차의 안전한 시험운행을 위하여 국토교통부장관에게 운행기록 등 운행에 관한 정보 등을 보고하도록 함(안 제27조). 나. 대체부품 인증기관이 거짓이나 부정한 방법으로 대체부품 인증기관으로 지정을 받은 경우 그 지정을 취소하고 부정한 방법으로 업무수행을 하거나 성능ㆍ품질인증기준에 부적합하게 대체부품 인증을 하는 등 불법적으로 운영하는 경우 일정 기간 업무정지를 명할 수 있도록 하는 법적근거를 마련함(안 제30조의6 신설). 다. 자동차제작자등이 국내에서 자동차자기인증을 하여 판매한 자동차에 대한 교환 또는 환불의 요건을 규정함(안 제47조의2 신설). 라. 자동차안전？하자심의위원회는 하자차량소유자가 자동차제작자등에게 신차로의 교환 또는 환불을 요구하는 경우 자동차제작자등과 하자차량소유자가 교환·환불 중재 규정을 수락하고 하자차량소유자가 자동차안전·하자심의위원회에 교환 또는 환불을 위한 중재 신청을 하는 경우 교환·환불중재를 진행하도록 함(안 제47조의4 신설). 마. 자동차성능·상태점검자가 중고자동차의 성능·상태를 점검할 때에는 그 장면을 촬영하도록 하고 성능·상태점검 내용 보증에 따른 책임을 지는 보험 가입을 의무화함(안 제58조 및 안 제58조의4). 바. 자동차매매업자가 자동차 소유자로부터 자동차를 매입할 수 있도록 인터넷 홈페이지 또는 휴대전화 응용프로그램을 통하여 자동차 매매정보를 자동차매매업자와 자동차 소유자에게 제공하려는 자는 시장ㆍ군수ㆍ구청장에게 등록하도록 함(안 제65조의2 신설). 사. 300만원 이하의 과태료 구간을 신설하여 제27조제3항을 위반하여 임시운행허가계획서에 제출된 목적과 다른 목적으로 임시운행을 하거나 임시운행허가증 및 임시운행허가번호판을 부착하지 아니하고 운행한 자를 처벌하도록 함(안 제84조제2항).",2,"자동차, 성능, 하거나, 제출된"
20,"여객자동차 운수사업법 일부개정법률안","PRC_R1Z6O1D0D2Y1S1U7M3O0U4H4W0B1P9",2002815,"최근 영동고속도로에서 발생한 버스 사고와 관련하여 버스 내부의 객관적 영상증거를 확보하지 못해 사건 초기에 명확한 원인 규명이 이루어지지 못한 바 있음. 현행법령은 도시철도와 철도에는 내부를 촬영하는 영상기록장치의 장착을 의무화하고 있지만 다른 대중교통수단에는 의무화하고 있지 않음. 이에 따라 내부를 촬영하는 영상기록장치가 미설치된 대중교통수단은 사고 등의 발생 시 관련 증거자료 확보에 어려움을 겪는 등 원인 파악에 상당한 시간이 걸리고 있는 실정임. 이에 대중교통수단운영자에게 범죄 예방 및 교통사고 상황 파악을 위한 영상기록장치의 장착을 의무화하는 한편 영상기록장치를 장착 목적과 다른 목적으로 임의로 조작하거나 다른 곳을 비추지 못하도록 하고 교통사고의 조사 등 필요한 경우에만 영상기록을 이용 또는 제공하도록 제한하며 영상기록장치에 기록된 영상에 대한 분실ㆍ도난ㆍ훼손 등의 방지를 위하여 운영ㆍ관리 지침을 마련하도록 함으로써 영상기록장치 장착으로 인한 개인의 사생활 침해를 최소화하려는 것임(안 제27조의3 신설).",1,"다른, 의무화하고, 장착, 목적과 다른"
